video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face6_02,3.48,3.05,relax,228,185,5700,4625
face6_02,3.51,3.55,sad,231,235,5775,5875
face6_02,3.58,4.01,relax,238,241,5950,6025
face6_02,4.11,4.16,happy,251,256,6275,6400
face6_02,4.18,4.21,stress,258,261,6450,6525
face6_02,4.22,4.24,angry,262,264,6550,6600
face6_02,4.25,4.26,neutral,265,266,6625,6650
face6_02,4.26,4.32,sad,266,272,6650,6800
face6_02,4.33,4.34,happy,273,274,6825,6850
face6_02,4.34,4.37,happy,274,277,6850,6925
face6_02,4.38,4.43,happy,278,283,6950,7075
face6_02,4.44,4.51,neutral,284,291,7100,7275
face6_02,4.52,4.53,stress,292,293,7300,7325
face6_02,4.54,4.55,stress,294,295,7350,7375
face6_02,4.56,4.57,neutral ,296,297,7400,7425
face6_02,4.57,5.03,neutral ,297,303,7425,7575
face6_02,5.04,5.06,relax,304,306,7600,7650
face6_02,5.07,5.12,stress,307,312,7675,7800
face6_02,5.13,5.02,relax,313,302,7825,7550
face6_02,5.24,5.26,neutral,324,326,8100,8150
face6_02,5.27,5.31,happy,327,331,8175,8275
face6_02,5.32,5.35,stress,332,335,8300,8375
face6_02,5.36,5.38,neutral,336,338,8400,8450
face6_02,5.39,5.42,stress,339,342,8475,8550
face6_02,5.43,5.48,relax,343,348,8575,8700
face6_02,5.49,5.52,stress,349,352,8725,8800
face6_02,5.53,5.54,stress,353,354,8825,8850
face6_02,5.54,5.55,neutral,354,355,8850,8875
face6_02,5.55,5.58,relax,355,358,8875,8950
face6_02,5.59,6.02,neutral,359,362,8975,9050
face6_02,6.03,6.07,happy,363,367,9075,9175
face6_02,6.07,6.08,happy,367,368,9175,9200
face6_02,6.14,6.17,stress,374,377,9350,9425
face6_02,6.18,6.28,sad,378,388,9450,9700
face6_02,6.29,6.33,neutral,389,393,9725,9825
face6_02,6.34,6.41,neutral,394,401,9850,10025
face6_02,6.42,6.44,neutral,402,404,10050,10100
face6_02,6.45,6.47,stress,405,407,10125,10175
face6_02,6.48,6.05,happy,408,365,10200,9125
face6_02,6.51,6.53,happy,411,413,10275,10325
face6_02,6.54,6.56,happy,414,416,10350,10400
face6_02,6.57,7.08,neutral,417,428,10425,10700
face6_02,7.09,7.01,relax,429,421,10725,10525
face6_02,7.11,7.15,relax,431,435,10775,10875
face6_02,7.16,7.17,neutral,436,437,10900,10925
face6_02,7.18,7.19,relax,438,439,10950,10975
face6_02,7.19,7.21,happy,439,441,10975,11025
face6_02,7.21,7.22,relax,441,442,11025,11050
face6_02,7.22,7.23,relax,442,443,11050,11075
face6_02,7.24,7.26,relax,444,446,11100,11150
face6_02,7.27,7.31,neutral,447,451,11175,11275
face6_02,7.32,7.33,relax,452,453,11300,11325
face6_02,7.34,7.38,relax,454,458,11350,11450
face6_02,7.39,7.42,happy,459,462,11475,11550
face6_02,7.43,7.45,relax,463,465,11575,11625
face6_02,7.46,7.48,neutral,466,468,11650,11700
face6_02,7.49,7.05,relax,469,425,11725,10625
face6_02,7.05,7.51,neutral,425,471,10625,11775
face6_02,7.51,7.52,neutral,471,472,11775,11800
face6_02,7.53,7.54,stress,473,474,11825,11850
face6_02,7.54,7.58,happy,474,478,11850,11950
face6_02,8.03,8.06,relax,483,486,12075,12150
face6_02,8.07,8.21,relax,487,501,12175,12525
face6_02,8.22,8.23,relax,502,503,12550,12575
face6_02,8.23,8.29,neutral,503,509,12575,12725
face6_02,8.03,8.36,neutral,483,516,12075,12900
face6_02,8.37,8.04,relax,517,484,12925,12100
face6_02,8.41,8.43,stress,521,523,13025,13075
face6_02,8.44,8.49,neutral,524,529,13100,13225
face6_02,8.05,8.52,relax,485,532,12125,13300
face6_02,8.53,8.59,neutral,533,539,13325,13475
face6_02,9,9.01,neutral,540,541,13500,13525
face6_02,9.01,9.03,neutral,541,543,13525,13575
face6_02,9.04,9.05,stress,544,545,13600,13625
face6_02,9.06,9.08,neutral,546,548,13650,13700
face6_02,9.09,9.19,relax,549,559,13725,13975
face6_02,9.02,9.22,neutral,542,562,13550,14050
face6_02,9.23,9.26,angry,563,566,14075,14150
face6_02,9.27,9.38,neutral,567,578,14175,14450
face6_02,9.39,9.42,stress,579,582,14475,14550
face6_02,9.43,9.45,happy,583,585,14575,14625
face6_02,9.46,9.52,neutral,586,592,14650,14800
face6_02,9.53,9.58,stress,593,598,14825,14950
face6_02,9.59,10.05,neutral,599,605,14975,15125
face6_02,10.06,10.11,stress,606,611,15150,15275
face6_02,10.12,10.17,neutral,612,617,15300,15425
face6_02,10.18,10.27,relax,618,627,15450,15675
face6_02,10.28,10.33,happy,628,633,15700,15825
face6_02,10.34,10.35,relax,634,635,15850,15875
face6_02,10.36,10.04,happy,636,604,15900,15100
face6_02,10.41,10.44,relax,641,644,16025,16100
face6_02,10.45,10.48,happy,645,648,16125,16200
face6_02,10.49,10.51,relax,649,651,16225,16275
face6_02,10.52,11.02,neutral,652,662,16300,16550
face6_02,11.03,11.21,relax,663,681,16575,17025
face6_02,11.22,11.26,happy,682,686,17050,17150
face6_02,11.27,11.03,happy,687,663,17175,16575
face6_02,11.31,11.32,stress,691,692,17275,17300
face6_02,11.33,11.36,stress,693,696,17325,17400
face6_02,11.37,11.39,neutral,697,699,17425,17475
face6_02,11.04,11.53,stress,664,713,16600,17825
face6_02,11.54,11.55,neutral,714,715,17850,17875
face6_02,11.55,12.02,sad,715,722,17875,18050
face6_02,12.03,12.04,relax,723,724,18075,18100
face6_02,12.05,12.06,happy,725,726,18125,18150
face6_02,12.07,12.16,neutral,727,736,18175,18400
face6_02,12.17,12.18,sad,737,738,18425,18450
face6_02,12.19,12.02,neutral,739,722,18475,18050
face6_02,12.21,12.25,neutral,741,745,18525,18625
face6_02,12.26,12.27,sad,746,747,18650,18675
face6_02,12.27,12.29,neutral,747,749,18675,18725
face6_02,12.03,12.31,stress,723,751,18075,18775
face6_02,12.32,12.33,stress,752,753,18800,18825
face6_02,12.34,12.44,neutral,754,764,18850,19100
face6_02,12.45,12.48,neutral,765,768,19125,19200
face6_02,12.49,12.52,neutral,769,772,19225,19300
face6_02,12.53,12.59,happy,773,779,19325,19475
face6_02,13,13.01,neutral,780,781,19500,19525
face6_02,13.02,13.11,neutral,782,791,19550,19775
face6_02,13.12,13.16,relax,792,796,19800,19900
face6_02,13.17,13.21,neutral,797,801,19925,20025
face6_02,13.25,13.33,stress,805,813,20125,20325
face6_02,13.34,13.36,stress,814,816,20350,20400
face6_02,13.37,13.39,stress,817,819,20425,20475
face6_02,13.04,13.58,stress,784,838,19600,20950
face6_02,13.59,14.07,happy,839,847,20975,21175
face6_02,14.16,14.17,neutral,856,857,21400,21425
face6_02,14.18,14.04,sad,858,844,21450,21100
face6_02,14.41,14.42,neutral,881,882,22025,22050
face6_02,14.43,14.05,neutral,883,845,22075,21125
face6_02,14.52,14.53,neutral,892,893,22300,22325
face6_02,14.54,15.02,happy,894,902,22350,22550
face6_02,15.03,15.08,sad,903,908,22575,22700
face6_02,15.09,15.17,neutral,909,917,22725,22925
face6_02,15.18,15.21,neutral,918,921,22950,23025
face6_02,15.22,15.23,stress,922,923,23050,23075
face6_02,15.23,15.28,relax,923,928,23075,23200
face6_02,15.29,15.03,neutral,929,903,23225,22575
face6_02,15.31,15.37,sad,931,937,23275,23425
face6_02,15.38,16.07,happy,938,967,23450,24175
face6_02,16.08,16.13,stress,968,973,24200,24325
face6_02,16.14,16.03,happy,974,963,24350,24075
face6_02,16.31,16.32,happy,991,992,24775,24800
face6_02,16.34,16.42,happy,994,1002,24850,25050
face6_02,18.02,18.31,happy,1082,1111,27050,27775
face6_02,18.32,18.51,relax,1112,1131,27800,28275
face6_02,18.52,19,stress,1132,1140,28300,28500
face6_02,19.04,19.14,relax,1144,1154,28600,28850
face6_02,19.15,19.21,relax,1155,1161,28875,29025
face6_02,19.22,19.27,neutral,1162,1167,29050,29175
face6_02,19.28,19.31,neutral,1168,1171,29200,29275
face6_02,19.32,19.35,angry,1172,1175,29300,29375
face6_02,19.38,19.43,neutral,1178,1183,29450,29575
face6_02,19.44,19.05,neutral,1184,1145,29600,28625
face6_02,19.51,19.54,relax,1191,1194,29775,29850
face6_02,19.55,19.56,stress,1195,1196,29875,29900
face6_02,19.57,19.58,relax,1197,1198,29925,29950
face6_02,19.58,20.28,neutral,1198,1228,29950,30700
face6_02,20.29,20.03,happy,1229,1203,30725,30075
face6_02,20.31,20.39,relax,1231,1239,30775,30975
face6_02,20.04,20.49,neutral,1204,1249,30100,31225
face6_02,20.05,20.56,neutral,1205,1256,30125,31400
face6_02,20.57,20.58,stress,1257,1258,31425,31450
face6_02,20.59,21.02,relax,1259,1262,31475,31550
face6_02,21.03,21.11,happy,1263,1271,31575,31775
face6_02,21.11,21.13,relax,1271,1273,31775,31825
face6_02,21.14,21.21,happy,1274,1281,31850,32025
face6_02,21.22,21.26,neutral,1282,1286,32050,32150
face6_02,21.27,21.29,neutral,1287,1289,32175,32225
face6_02,21.03,21.31,neutral,1263,1291,31575,32275
face6_02,21.32,21.33,neutral,1292,1293,32300,32325
face6_02,21.34,21.35,neutral,1294,1295,32350,32375
face6_02,21.35,21.37,sad,1295,1297,32375,32425
face6_02,21.38,21.39,happy,1298,1299,32450,32475
face6_02,21.04,21.52,neutral,1264,1312,31600,32800
face6_02,21.53,21.57,relax,1313,1317,32825,32925
face6_02,21.58,21.59,happy,1318,1319,32950,32975
face6_02,22.18,22.22,neutral,1338,1342,33450,33550
face6_02,22.23,22.32,relax,1343,1352,33575,33800
face6_02,22.33,22.48,neutral,1353,1368,33825,34200
face6_02,22.49,22.56,relax,1369,1376,34225,34400
face6_02,22.57,23.04,sad,1377,1384,34425,34600
face6_02,23.05,23.06,relax,1385,1386,34625,34650
face6_02,23.07,23.24,happy,1387,1404,34675,35100
face6_02,23.25,23.32,relax,1405,1412,35125,35300
