data,psy,img
negative-active,negative-deactive,frame_000950.PNG
neutral,negative-deactive,frame_000959.PNG
neutral,negative-deactive,frame_000960.PNG
negative-active,negative-deactive,frame_000961.PNG
negative-active,negative-deactive,frame_000962.PNG
negative-active,negative-deactive,frame_000963.PNG
negative-active,negative-deactive,frame_000964.PNG
negative-active,negative-deactive,frame_000965.PNG
negative-deactive,negative-deactive,frame_000979.PNG
negative-deactive,negative-deactive,frame_000980.PNG
negative-deactive,negative-deactive,frame_000981.PNG
negative-deactive,negative-deactive,frame_000982.PNG
negative-deactive,negative-deactive,frame_000983.PNG
negative-deactive,negative-deactive,frame_000984.PNG
negative-deactive,negative-deactive,frame_000985.PNG
negative-deactive,negative-deactive,frame_000986.PNG
negative-deactive,negative-deactive,frame_000987.PNG
negative-deactive,negative-deactive,frame_000988.PNG
negative-deactive,negative-deactive,frame_000989.PNG
negative-deactive,negative-deactive,frame_000990.PNG
negative-deactive,negative-deactive,frame_000991.PNG
negative-deactive,negative-deactive,frame_000992.PNG
negative-deactive,negative-deactive,frame_000993.PNG
negative-deactive,negative-deactive,frame_000994.PNG
neutral,negative-deactive,frame_001002.PNG
neutral,negative-deactive,frame_001003.PNG
neutral,neutral,frame_001004.PNG
neutral,neutral,frame_001005.PNG
neutral,neutral,frame_001006.PNG
negative-deactive,negative-deactive,frame_001432.PNG
negative-deactive,negative-deactive,frame_001433.PNG
negative-deactive,negative-deactive,frame_001434.PNG
negative-deactive,negative-deactive,frame_001435.PNG
negative-deactive,negative-deactive,frame_001436.PNG
negative-deactive,negative-deactive,frame_001437.PNG
negative-deactive,negative-deactive,frame_001438.PNG
negative-deactive,negative-deactive,frame_001446.PNG
negative-deactive,negative-deactive,frame_001447.PNG
negative-deactive,negative-deactive,frame_001448.PNG
negative-deactive,negative-deactive,frame_001449.PNG
negative-deactive,negative-deactive,frame_001450.PNG
negative-deactive,negative-deactive,frame_001458.PNG
negative-deactive,negative-deactive,frame_001459.PNG
negative-deactive,negative-deactive,frame_001460.PNG
positive-active,positive-deactive,frame_001474.PNG
positive-active,positive-deactive,frame_001475.PNG
positive-active,positive-deactive,frame_001476.PNG
positive-active,positive-deactive,frame_001477.PNG
positive-active,positive-deactive,frame_001478.PNG
positive-active,positive-deactive,frame_001479.PNG
positive-active,positive-deactive,frame_001480.PNG
negative-active,positive-deactive,frame_001481.PNG
negative-active,positive-deactive,frame_001482.PNG
negative-active,positive-deactive,frame_001483.PNG
negative-active,positive-deactive,frame_001484.PNG
negative-active,positive-deactive,frame_001485.PNG
negative-active,positive-deactive,frame_001486.PNG
negative-active,positive-deactive,frame_001487.PNG
negative-active,negative-deactive,frame_001488.PNG
negative-active,negative-deactive,frame_001489.PNG
negative-active,negative-deactive,frame_001490.PNG
negative-active,negative-deactive,frame_001491.PNG
positive-deactive,negative-deactive,frame_001493.PNG
positive-deactive,negative-deactive,frame_001494.PNG
positive-deactive,negative-deactive,frame_001495.PNG
negative-active,negative-deactive,frame_001499.PNG
negative-active,negative-deactive,frame_001500.PNG
negative-deactive,negative-deactive,frame_001501.PNG
negative-deactive,negative-deactive,frame_001502.PNG
negative-deactive,negative-deactive,frame_001503.PNG
negative-deactive,negative-deactive,frame_001504.PNG
negative-deactive,negative-deactive,frame_001505.PNG
negative-deactive,negative-deactive,frame_001506.PNG
negative-deactive,negative-deactive,frame_001507.PNG
negative-active,negative-deactive,frame_001508.PNG
negative-active,negative-deactive,frame_001509.PNG
negative-active,negative-deactive,frame_001510.PNG
negative-active,negative-deactive,frame_001511.PNG
negative-active,negative-deactive,frame_001512.PNG
negative-active,negative-deactive,frame_001513.PNG
negative-active,negative-deactive,frame_001514.PNG
negative-active,negative-deactive,frame_001515.PNG
negative-active,negative-deactive,frame_001516.PNG
negative-active,negative-deactive,frame_001517.PNG
negative-active,negative-deactive,frame_001518.PNG
negative-active,negative-deactive,frame_001528.PNG
negative-active,negative-deactive,frame_001529.PNG
negative-active,negative-deactive,frame_001530.PNG
negative-active,negative-deactive,frame_001531.PNG
negative-active,negative-deactive,frame_001532.PNG
negative-deactive,negative-deactive,frame_001533.PNG
negative-deactive,negative-deactive,frame_001534.PNG
negative-deactive,negative-deactive,frame_001535.PNG
negative-deactive,negative-deactive,frame_001536.PNG
negative-deactive,negative-deactive,frame_001537.PNG
negative-deactive,negative-deactive,frame_001538.PNG
negative-deactive,negative-deactive,frame_001546.PNG
negative-deactive,negative-deactive,frame_001547.PNG
negative-deactive,negative-deactive,frame_001548.PNG
negative-deactive,negative-deactive,frame_001549.PNG
negative-deactive,negative-deactive,frame_001550.PNG
negative-deactive,negative-deactive,frame_001551.PNG
negative-deactive,negative-deactive,frame_001552.PNG
neutral,negative-deactive,frame_001560.PNG
neutral,negative-deactive,frame_001561.PNG
neutral,negative-deactive,frame_001562.PNG
neutral,negative-deactive,frame_001563.PNG
neutral,negative-deactive,frame_001564.PNG
neutral,negative-deactive,frame_001565.PNG
neutral,negative-deactive,frame_001566.PNG
neutral,negative-deactive,frame_001567.PNG
neutral,neutral,frame_001568.PNG
neutral,neutral,frame_001569.PNG
neutral,neutral,frame_001570.PNG
neutral,neutral,frame_001571.PNG
neutral,neutral,frame_001572.PNG
neutral,neutral,frame_001573.PNG
negative-deactive,negative-deactive,frame_001584.PNG
negative-deactive,negative-deactive,frame_001585.PNG
negative-deactive,negative-deactive,frame_001586.PNG
negative-deactive,negative-deactive,frame_001587.PNG
negative-deactive,negative-deactive,frame_001588.PNG
negative-deactive,negative-deactive,frame_001589.PNG
negative-deactive,negative-deactive,frame_001590.PNG
negative-deactive,negative-deactive,frame_001591.PNG
negative-deactive,negative-deactive,frame_001592.PNG
negative-deactive,negative-deactive,frame_001593.PNG
negative-active,negative-deactive,frame_001670.PNG
negative-active,negative-deactive,frame_001671.PNG
negative-active,negative-deactive,frame_001672.PNG
negative-active,negative-deactive,frame_001673.PNG
negative-active,negative-deactive,frame_001674.PNG
negative-active,negative-deactive,frame_001675.PNG
negative-active,negative-deactive,frame_001676.PNG
negative-active,negative-deactive,frame_001677.PNG
negative-active,negative-deactive,frame_001678.PNG
negative-deactive,negative-deactive,frame_001736.PNG
negative-deactive,negative-deactive,frame_001737.PNG
negative-deactive,negative-deactive,frame_001738.PNG
negative-deactive,negative-deactive,frame_001739.PNG
negative-deactive,neutral,frame_001740.PNG
negative-deactive,negative-deactive,frame_001746.PNG
negative-deactive,negative-deactive,frame_001747.PNG
negative-deactive,negative-deactive,frame_001748.PNG
negative-deactive,negative-deactive,frame_001749.PNG
negative-deactive,negative-deactive,frame_001750.PNG
negative-deactive,negative-deactive,frame_001751.PNG
negative-deactive,negative-deactive,frame_001752.PNG
negative-deactive,negative-deactive,frame_001753.PNG
negative-deactive,negative-deactive,frame_001763.PNG
negative-deactive,negative-deactive,frame_001764.PNG
negative-deactive,negative-deactive,frame_001765.PNG
negative-deactive,negative-deactive,frame_001766.PNG
negative-deactive,negative-deactive,frame_001767.PNG
negative-deactive,negative-deactive,frame_001768.PNG
negative-deactive,negative-deactive,frame_001769.PNG
negative-deactive,negative-deactive,frame_001770.PNG
negative-deactive,negative-deactive,frame_001771.PNG
negative-deactive,negative-deactive,frame_001772.PNG
negative-active,negative-deactive,frame_001773.PNG
negative-active,negative-deactive,frame_001774.PNG
positive-active,positive-deactive,frame_001778.PNG
positive-active,positive-deactive,frame_001779.PNG
positive-active,positive-deactive,frame_001780.PNG
positive-active,positive-deactive,frame_001781.PNG
positive-active,positive-deactive,frame_001782.PNG
positive-active,positive-deactive,frame_001783.PNG
positive-active,positive-deactive,frame_001784.PNG
positive-active,positive-deactive,frame_001785.PNG
positive-active,positive-deactive,frame_001786.PNG
positive-active,positive-deactive,frame_001787.PNG
negative-active,neutral,frame_001788.PNG
negative-active,neutral,frame_001789.PNG
negative-active,neutral,frame_001790.PNG
positive-active,positive-deactive,frame_001791.PNG
positive-active,positive-deactive,frame_001792.PNG
positive-active,positive-deactive,frame_001793.PNG
positive-active,positive-deactive,frame_001794.PNG
positive-active,positive-deactive,frame_001795.PNG
positive-active,positive-deactive,frame_001796.PNG
positive-active,positive-deactive,frame_001797.PNG
positive-active,positive-deactive,frame_001798.PNG
positive-active,positive-deactive,frame_001799.PNG
positive-active,neutral,frame_001800.PNG
positive-active,neutral,frame_001801.PNG
positive-active,neutral,frame_001802.PNG
positive-active,neutral,frame_001803.PNG
positive-active,positive-deactive,frame_001804.PNG
negative-deactive,negative-deactive,frame_001811.PNG
negative-deactive,negative-deactive,frame_001812.PNG
negative-deactive,negative-deactive,frame_001813.PNG
negative-deactive,negative-deactive,frame_001814.PNG
negative-deactive,negative-deactive,frame_001815.PNG
negative-deactive,negative-deactive,frame_001816.PNG
negative-deactive,negative-deactive,frame_001817.PNG
negative-deactive,negative-deactive,frame_001818.PNG
negative-deactive,negative-deactive,frame_001826.PNG
negative-deactive,negative-deactive,frame_001827.PNG
negative-deactive,negative-deactive,frame_001828.PNG
negative-deactive,negative-deactive,frame_001829.PNG
negative-deactive,negative-deactive,frame_001830.PNG
negative-deactive,negative-deactive,frame_001831.PNG
negative-deactive,negative-active,frame_001832.PNG
negative-deactive,negative-active,frame_001839.PNG
negative-deactive,negative-active,frame_001840.PNG
negative-deactive,negative-active,frame_001841.PNG
negative-deactive,negative-active,frame_001842.PNG
negative-deactive,negative-active,frame_001843.PNG
negative-deactive,negative-active,frame_001844.PNG
negative-deactive,negative-active,frame_001845.PNG
negative-deactive,negative-active,frame_001846.PNG
negative-deactive,negative-active,frame_001847.PNG
negative-deactive,negative-active,frame_001848.PNG
negative-deactive,negative-active,frame_001849.PNG
negative-deactive,negative-deactive,frame_001856.PNG
negative-deactive,negative-deactive,frame_001857.PNG
negative-deactive,negative-deactive,frame_001858.PNG
negative-deactive,negative-deactive,frame_001859.PNG
negative-deactive,negative-deactive,frame_001860.PNG
negative-deactive,negative-deactive,frame_001861.PNG
negative-deactive,negative-deactive,frame_001862.PNG
negative-deactive,neutral,frame_001863.PNG
negative-deactive,negative-deactive,frame_001864.PNG
negative-deactive,negative-deactive,frame_001865.PNG
negative-deactive,negative-deactive,frame_001866.PNG
negative-deactive,negative-deactive,frame_001867.PNG
negative-deactive,negative-deactive,frame_001868.PNG
negative-deactive,negative-deactive,frame_001869.PNG
negative-deactive,negative-deactive,frame_001870.PNG
negative-deactive,negative-deactive,frame_001871.PNG
negative-deactive,negative-deactive,frame_001872.PNG
negative-deactive,negative-deactive,frame_001873.PNG
negative-deactive,negative-deactive,frame_001874.PNG
negative-deactive,negative-deactive,frame_001875.PNG
negative-deactive,negative-deactive,frame_001876.PNG
negative-deactive,negative-deactive,frame_001877.PNG
negative-deactive,negative-deactive,frame_001878.PNG
negative-deactive,negative-deactive,frame_001879.PNG
negative-deactive,negative-deactive,frame_001880.PNG
negative-deactive,negative-deactive,frame_001881.PNG
negative-deactive,negative-deactive,frame_001882.PNG
negative-deactive,negative-deactive,frame_001883.PNG
negative-deactive,negative-deactive,frame_001884.PNG
negative-deactive,negative-deactive,frame_001885.PNG
negative-deactive,negative-deactive,frame_001886.PNG
negative-deactive,negative-deactive,frame_001887.PNG
negative-deactive,negative-deactive,frame_001888.PNG
negative-deactive,negative-deactive,frame_001889.PNG
negative-deactive,negative-deactive,frame_001890.PNG
negative-deactive,negative-deactive,frame_001891.PNG
negative-deactive,negative-deactive,frame_001892.PNG
negative-deactive,negative-deactive,frame_001893.PNG
negative-deactive,negative-deactive,frame_001894.PNG
negative-deactive,negative-deactive,frame_001895.PNG
negative-deactive,negative-deactive,frame_001992.PNG
negative-deactive,negative-deactive,frame_001993.PNG
negative-deactive,negative-deactive,frame_001994.PNG
negative-deactive,negative-deactive,frame_001995.PNG
negative-deactive,negative-deactive,frame_001996.PNG
negative-deactive,negative-deactive,frame_001997.PNG
negative-deactive,negative-deactive,frame_001998.PNG
negative-deactive,negative-deactive,frame_001999.PNG
negative-deactive,negative-deactive,frame_002000.PNG
negative-deactive,negative-deactive,frame_002001.PNG
negative-deactive,negative-deactive,frame_002009.PNG
negative-deactive,negative-deactive,frame_002010.PNG
negative-deactive,negative-deactive,frame_002011.PNG
negative-deactive,negative-deactive,frame_002012.PNG
negative-deactive,negative-deactive,frame_002013.PNG
negative-deactive,negative-deactive,frame_002014.PNG
negative-deactive,negative-deactive,frame_002024.PNG
negative-deactive,negative-deactive,frame_002025.PNG
negative-deactive,negative-deactive,frame_002026.PNG
negative-deactive,negative-deactive,frame_002027.PNG
negative-deactive,negative-deactive,frame_002028.PNG
negative-deactive,negative-deactive,frame_002029.PNG
negative-deactive,negative-deactive,frame_002037.PNG
negative-deactive,negative-deactive,frame_002038.PNG
negative-deactive,negative-deactive,frame_002039.PNG
negative-deactive,negative-deactive,frame_002040.PNG
negative-deactive,negative-deactive,frame_002041.PNG
negative-deactive,positive-deactive,frame_002042.PNG
negative-deactive,positive-deactive,frame_002043.PNG
negative-deactive,positive-deactive,frame_002044.PNG
negative-deactive,negative-deactive,frame_002045.PNG
negative-deactive,negative-deactive,frame_002046.PNG
negative-deactive,negative-deactive,frame_002047.PNG
negative-deactive,negative-deactive,frame_002054.PNG
negative-deactive,negative-deactive,frame_002055.PNG
negative-deactive,negative-deactive,frame_002056.PNG
negative-deactive,negative-deactive,frame_002057.PNG
negative-deactive,negative-deactive,frame_002058.PNG
negative-deactive,negative-deactive,frame_002059.PNG
negative-deactive,negative-deactive,frame_002060.PNG
negative-deactive,negative-deactive,frame_002061.PNG
negative-deactive,negative-deactive,frame_002062.PNG
negative-deactive,negative-deactive,frame_002072.PNG
negative-deactive,negative-deactive,frame_002073.PNG
negative-deactive,negative-deactive,frame_002074.PNG
negative-deactive,negative-deactive,frame_002075.PNG
negative-deactive,negative-deactive,frame_002076.PNG
negative-deactive,negative-deactive,frame_002077.PNG
negative-deactive,negative-deactive,frame_002078.PNG
negative-deactive,negative-deactive,frame_002079.PNG
negative-deactive,negative-deactive,frame_002080.PNG
negative-deactive,negative-deactive,frame_002081.PNG
negative-deactive,negative-deactive,frame_002082.PNG
negative-deactive,negative-deactive,frame_002083.PNG
negative-deactive,negative-deactive,frame_002084.PNG
negative-deactive,negative-deactive,frame_002085.PNG
negative-deactive,negative-deactive,frame_002086.PNG
negative-deactive,negative-deactive,frame_002087.PNG
negative-deactive,negative-deactive,frame_002088.PNG
negative-deactive,negative-deactive,frame_002089.PNG
negative-deactive,negative-deactive,frame_002090.PNG
negative-deactive,negative-deactive,frame_002098.PNG
negative-deactive,negative-deactive,frame_002099.PNG
negative-deactive,negative-deactive,frame_002100.PNG
negative-deactive,negative-deactive,frame_002101.PNG
negative-deactive,negative-deactive,frame_002102.PNG
negative-deactive,negative-deactive,frame_002103.PNG
negative-deactive,negative-deactive,frame_002104.PNG
negative-deactive,negative-deactive,frame_002105.PNG
negative-deactive,negative-deactive,frame_002106.PNG
negative-deactive,negative-deactive,frame_002107.PNG
negative-deactive,negative-deactive,frame_002108.PNG
negative-deactive,negative-deactive,frame_002109.PNG
negative-deactive,negative-deactive,frame_002110.PNG
negative-deactive,negative-deactive,frame_002111.PNG
negative-deactive,positive-deactive,frame_002112.PNG
negative-deactive,positive-deactive,frame_002113.PNG
negative-deactive,positive-deactive,frame_002114.PNG
negative-deactive,positive-deactive,frame_002115.PNG
negative-deactive,negative-deactive,frame_002116.PNG
negative-deactive,negative-deactive,frame_002117.PNG
negative-deactive,negative-deactive,frame_002118.PNG
negative-deactive,negative-deactive,frame_002119.PNG
negative-deactive,neutral,frame_002120.PNG
negative-deactive,negative-deactive,frame_002126.PNG
negative-deactive,positive-deactive,frame_002127.PNG
negative-deactive,positive-deactive,frame_002128.PNG
neutral,negative-deactive,frame_002129.PNG
neutral,negative-deactive,frame_002130.PNG
neutral,negative-deactive,frame_002131.PNG
neutral,negative-deactive,frame_002132.PNG
neutral,neutral,frame_002133.PNG
neutral,neutral,frame_002134.PNG
neutral,neutral,frame_002135.PNG
positive-active,positive-deactive,frame_002136.PNG
positive-active,positive-active,frame_002137.PNG
negative-active,negative-deactive,frame_002301.PNG
negative-active,negative-deactive,frame_002302.PNG
negative-active,negative-deactive,frame_002303.PNG
negative-active,negative-deactive,frame_002304.PNG
negative-active,negative-deactive,frame_002305.PNG
negative-active,negative-deactive,frame_002306.PNG
negative-active,negative-deactive,frame_002307.PNG
negative-active,negative-deactive,frame_002308.PNG
negative-active,negative-deactive,frame_002309.PNG
negative-active,negative-deactive,frame_002310.PNG
negative-active,negative-deactive,frame_002311.PNG
negative-active,negative-deactive,frame_002312.PNG
negative-deactive,negative-deactive,frame_002313.PNG
negative-deactive,negative-deactive,frame_002314.PNG
negative-deactive,negative-deactive,frame_002315.PNG
negative-deactive,negative-deactive,frame_002316.PNG
negative-deactive,negative-deactive,frame_002317.PNG
negative-deactive,negative-deactive,frame_002318.PNG
negative-deactive,negative-deactive,frame_002319.PNG
negative-deactive,negative-deactive,frame_002320.PNG
negative-deactive,negative-deactive,frame_002321.PNG
negative-deactive,negative-deactive,frame_002322.PNG
negative-deactive,negative-deactive,frame_002635.PNG
negative-deactive,negative-deactive,frame_002636.PNG
negative-deactive,negative-deactive,frame_002637.PNG
negative-deactive,negative-deactive,frame_002638.PNG
negative-deactive,negative-deactive,frame_002639.PNG
negative-deactive,negative-deactive,frame_002640.PNG
negative-deactive,negative-deactive,frame_002641.PNG
negative-deactive,negative-deactive,frame_002642.PNG
negative-deactive,negative-deactive,frame_002643.PNG
negative-deactive,negative-deactive,frame_002644.PNG
negative-deactive,negative-deactive,frame_002645.PNG
negative-deactive,negative-deactive,frame_002663.PNG
negative-deactive,negative-deactive,frame_002664.PNG
negative-deactive,negative-deactive,frame_002674.PNG
negative-deactive,negative-deactive,frame_002675.PNG
negative-deactive,negative-deactive,frame_002676.PNG
negative-deactive,negative-deactive,frame_002677.PNG
negative-deactive,negative-deactive,frame_002678.PNG
negative-deactive,negative-deactive,frame_002679.PNG
negative-deactive,negative-deactive,frame_002680.PNG
negative-deactive,negative-deactive,frame_002681.PNG
negative-deactive,negative-deactive,frame_002682.PNG
negative-deactive,negative-deactive,frame_002683.PNG
negative-deactive,negative-deactive,frame_002684.PNG
negative-deactive,negative-deactive,frame_002685.PNG
negative-deactive,negative-deactive,frame_002686.PNG
negative-deactive,negative-deactive,frame_002687.PNG
negative-deactive,negative-deactive,frame_002688.PNG
negative-deactive,positive-deactive,frame_002689.PNG
positive-active,positive-deactive,frame_002690.PNG
positive-active,positive-deactive,frame_002691.PNG
positive-active,positive-deactive,frame_002692.PNG
positive-active,positive-deactive,frame_002693.PNG
positive-active,positive-deactive,frame_002694.PNG
positive-active,positive-deactive,frame_002695.PNG
positive-active,positive-deactive,frame_002696.PNG
positive-active,positive-deactive,frame_002697.PNG
positive-active,positive-deactive,frame_002698.PNG
positive-active,positive-deactive,frame_002699.PNG
positive-active,positive-deactive,frame_002700.PNG
positive-active,positive-deactive,frame_002701.PNG
positive-active,positive-deactive,frame_002702.PNG
positive-active,positive-deactive,frame_002703.PNG
positive-active,positive-deactive,frame_002704.PNG
positive-active,positive-deactive,frame_002705.PNG
positive-active,positive-deactive,frame_002706.PNG
positive-active,positive-deactive,frame_002707.PNG
positive-active,positive-deactive,frame_002708.PNG
negative-deactive,negative-deactive,frame_002714.PNG
negative-deactive,negative-deactive,frame_002715.PNG
negative-deactive,negative-deactive,frame_002716.PNG
negative-deactive,negative-deactive,frame_002717.PNG
negative-deactive,negative-deactive,frame_002718.PNG
negative-deactive,negative-deactive,frame_002719.PNG
negative-deactive,negative-deactive,frame_002720.PNG
negative-deactive,negative-deactive,frame_002721.PNG
negative-deactive,negative-deactive,frame_002722.PNG
negative-deactive,negative-deactive,frame_002728.PNG
negative-deactive,negative-deactive,frame_002729.PNG
negative-deactive,negative-deactive,frame_002730.PNG
negative-deactive,negative-deactive,frame_002731.PNG
negative-deactive,negative-deactive,frame_002732.PNG
negative-deactive,negative-deactive,frame_002733.PNG
negative-deactive,negative-deactive,frame_002734.PNG
negative-deactive,negative-deactive,frame_002735.PNG
negative-deactive,negative-deactive,frame_002736.PNG
negative-deactive,negative-deactive,frame_002752.PNG
negative-deactive,negative-deactive,frame_002753.PNG
negative-deactive,negative-deactive,frame_002754.PNG
negative-deactive,negative-deactive,frame_002755.PNG
negative-deactive,negative-deactive,frame_002756.PNG
negative-deactive,negative-deactive,frame_002757.PNG
negative-deactive,negative-deactive,frame_002758.PNG
negative-deactive,negative-deactive,frame_002759.PNG
negative-deactive,negative-deactive,frame_002767.PNG
negative-deactive,negative-deactive,frame_002768.PNG
negative-deactive,negative-deactive,frame_002769.PNG
negative-deactive,negative-deactive,frame_002770.PNG
negative-deactive,negative-deactive,frame_002771.PNG
negative-deactive,negative-deactive,frame_002772.PNG
negative-deactive,negative-deactive,frame_002773.PNG
negative-deactive,negative-deactive,frame_002774.PNG
negative-deactive,negative-deactive,frame_002775.PNG
negative-deactive,negative-deactive,frame_002776.PNG
negative-deactive,negative-deactive,frame_002777.PNG
negative-deactive,negative-deactive,frame_002778.PNG
negative-deactive,negative-deactive,frame_002810.PNG
negative-deactive,negative-deactive,frame_002811.PNG
negative-deactive,negative-deactive,frame_002812.PNG
negative-deactive,negative-deactive,frame_002813.PNG
negative-deactive,negative-deactive,frame_002814.PNG
negative-deactive,negative-deactive,frame_002815.PNG
negative-deactive,negative-deactive,frame_002816.PNG
negative-deactive,negative-deactive,frame_002817.PNG
negative-deactive,negative-deactive,frame_002818.PNG
negative-deactive,negative-deactive,frame_002819.PNG
negative-deactive,negative-deactive,frame_002820.PNG
negative-deactive,negative-deactive,frame_002821.PNG
negative-deactive,negative-deactive,frame_002822.PNG
negative-deactive,negative-deactive,frame_002823.PNG
negative-deactive,negative-deactive,frame_002824.PNG
negative-deactive,negative-deactive,frame_002825.PNG
negative-deactive,negative-deactive,frame_002826.PNG
negative-deactive,negative-deactive,frame_002835.PNG
negative-deactive,negative-deactive,frame_002836.PNG
negative-deactive,negative-deactive,frame_002837.PNG
negative-deactive,negative-deactive,frame_002838.PNG
negative-deactive,negative-deactive,frame_002839.PNG
negative-deactive,negative-deactive,frame_002840.PNG
negative-deactive,negative-deactive,frame_002841.PNG
negative-deactive,negative-deactive,frame_002842.PNG
negative-deactive,negative-deactive,frame_002843.PNG
negative-deactive,negative-deactive,frame_002844.PNG
negative-deactive,negative-deactive,frame_002845.PNG
negative-deactive,negative-deactive,frame_002846.PNG
negative-deactive,negative-deactive,frame_002854.PNG
negative-deactive,negative-deactive,frame_002855.PNG
negative-deactive,negative-deactive,frame_002856.PNG
negative-deactive,negative-deactive,frame_002857.PNG
negative-deactive,negative-deactive,frame_002858.PNG
