data,psy,img
positive-deactive,neutral,frame_000415.PNG
positive-deactive,neutral,frame_000416.PNG
positive-deactive,neutral,frame_000417.PNG
positive-deactive,neutral,frame_000418.PNG
positive-deactive,neutral,frame_000419.PNG
positive-active,positive-active,frame_000420.PNG
positive-active,positive-active,frame_000421.PNG
positive-active,positive-active,frame_000422.PNG
positive-active,positive-active,frame_000423.PNG
positive-active,positive-active,frame_000424.PNG
positive-active,positive-active,frame_000425.PNG
positive-active,positive-active,frame_000426.PNG
positive-active,positive-active,frame_000427.PNG
positive-active,positive-active,frame_000428.PNG
positive-active,positive-active,frame_000429.PNG
positive-active,positive-active,frame_000430.PNG
positive-active,positive-active,frame_000431.PNG
positive-active,positive-active,frame_000432.PNG
positive-active,positive-active,frame_000433.PNG
positive-active,positive-active,frame_000434.PNG
positive-active,positive-active,frame_000435.PNG
positive-active,positive-active,frame_000436.PNG
positive-active,positive-active,frame_000437.PNG
positive-active,positive-active,frame_000438.PNG
positive-active,positive-active,frame_000439.PNG
positive-active,positive-active,frame_000440.PNG
positive-active,positive-active,frame_000441.PNG
positive-active,positive-active,frame_000442.PNG
positive-active,positive-active,frame_000443.PNG
positive-active,positive-active,frame_000444.PNG
positive-active,positive-active,frame_000445.PNG
positive-active,positive-active,frame_000446.PNG
positive-active,positive-active,frame_000447.PNG
positive-active,positive-active,frame_000448.PNG
positive-active,positive-active,frame_000449.PNG
positive-active,positive-active,frame_000450.PNG
positive-active,positive-active,frame_000451.PNG
positive-active,positive-active,frame_000452.PNG
positive-active,positive-active,frame_000453.PNG
positive-active,positive-active,frame_000454.PNG
positive-active,positive-active,frame_000455.PNG
positive-active,positive-active,frame_000456.PNG
positive-active,positive-active,frame_000457.PNG
positive-active,positive-active,frame_000458.PNG
positive-active,positive-active,frame_000459.PNG
positive-active,positive-active,frame_000460.PNG
positive-active,positive-active,frame_000461.PNG
positive-active,positive-active,frame_000462.PNG
positive-active,neutral,frame_000463.PNG
positive-active,neutral,frame_000464.PNG
negative-deactive,negative-deactive,frame_000505.PNG
negative-deactive,negative-deactive,frame_000506.PNG
negative-deactive,negative-deactive,frame_000507.PNG
negative-deactive,negative-deactive,frame_000508.PNG
negative-deactive,negative-deactive,frame_000509.PNG
negative-deactive,negative-deactive,frame_000510.PNG
negative-deactive,negative-deactive,frame_000511.PNG
negative-deactive,negative-deactive,frame_000512.PNG
negative-deactive,negative-deactive,frame_000513.PNG
negative-deactive,negative-deactive,frame_000514.PNG
negative-deactive,negative-deactive,frame_000515.PNG
positive-deactive,negative-deactive,frame_000516.PNG
positive-deactive,negative-deactive,frame_000517.PNG
positive-deactive,negative-deactive,frame_000518.PNG
positive-deactive,negative-deactive,frame_000519.PNG
positive-deactive,negative-deactive,frame_000520.PNG
positive-deactive,negative-deactive,frame_000521.PNG
positive-deactive,negative-deactive,frame_000522.PNG
positive-deactive,negative-deactive,frame_000523.PNG
positive-deactive,negative-deactive,frame_000524.PNG
positive-deactive,negative-deactive,frame_000525.PNG
positive-deactive,negative-deactive,frame_000526.PNG
positive-deactive,neutral,frame_000527.PNG
positive-deactive,neutral,frame_000528.PNG
positive-deactive,neutral,frame_000529.PNG
positive-deactive,neutral,frame_000530.PNG
positive-deactive,neutral,frame_000531.PNG
positive-deactive,neutral,frame_000532.PNG
positive-active,neutral,frame_000533.PNG
positive-active,neutral,frame_000534.PNG
positive-active,neutral,frame_000535.PNG
positive-active,neutral,frame_000536.PNG
positive-active,neutral,frame_000537.PNG
positive-active,neutral,frame_000538.PNG
positive-active,neutral,frame_000539.PNG
positive-active,neutral,frame_000540.PNG
positive-active,neutral,frame_000541.PNG
positive-active,neutral,frame_000542.PNG
positive-active,neutral,frame_000543.PNG
positive-active,neutral,frame_000544.PNG
positive-active,neutral,frame_000545.PNG
positive-active,neutral,frame_000546.PNG
positive-active,neutral,frame_000547.PNG
positive-active,neutral,frame_000548.PNG
positive-active,neutral,frame_000549.PNG
negative-active,neutral,frame_000562.PNG
negative-active,neutral,frame_000563.PNG
negative-active,negative-active,frame_000564.PNG
negative-active,negative-active,frame_000565.PNG
negative-active,negative-active,frame_000566.PNG
negative-active,negative-active,frame_000567.PNG
negative-active,negative-active,frame_000568.PNG
negative-active,negative-active,frame_000569.PNG
negative-active,neutral,frame_000576.PNG
negative-active,neutral,frame_000577.PNG
negative-active,neutral,frame_000578.PNG
negative-active,neutral,frame_000579.PNG
negative-active,negative-deactive,frame_000580.PNG
positive-deactive,negative-deactive,frame_000590.PNG
positive-deactive,negative-deactive,frame_000591.PNG
positive-deactive,negative-deactive,frame_000592.PNG
positive-deactive,negative-deactive,frame_000593.PNG
positive-deactive,negative-deactive,frame_000594.PNG
positive-deactive,negative-deactive,frame_000595.PNG
positive-deactive,negative-deactive,frame_000596.PNG
positive-deactive,negative-deactive,frame_000597.PNG
positive-deactive,neutral,frame_000598.PNG
positive-deactive,neutral,frame_000599.PNG
positive-deactive,neutral,frame_000600.PNG
positive-deactive,neutral,frame_000601.PNG
positive-deactive,neutral,frame_000602.PNG
positive-deactive,neutral,frame_000603.PNG
positive-deactive,neutral,frame_000604.PNG
positive-deactive,neutral,frame_000605.PNG
positive-deactive,neutral,frame_000606.PNG
positive-deactive,neutral,frame_000607.PNG
positive-deactive,neutral,frame_000608.PNG
negative-deactive,neutral,frame_000640.PNG
negative-deactive,neutral,frame_000642.PNG
negative-deactive,neutral,frame_000643.PNG
negative-deactive,neutral,frame_000644.PNG
negative-deactive,neutral,frame_000645.PNG
negative-deactive,neutral,frame_000646.PNG
negative-deactive,neutral,frame_000647.PNG
negative-deactive,neutral,frame_000648.PNG
negative-deactive,neutral,frame_000649.PNG
negative-deactive,neutral,frame_000651.PNG
negative-deactive,neutral,frame_000738.PNG
negative-deactive,neutral,frame_000739.PNG
negative-deactive,neutral,frame_000740.PNG
negative-deactive,neutral,frame_000741.PNG
negative-deactive,neutral,frame_000742.PNG
negative-deactive,neutral,frame_000743.PNG
negative-deactive,neutral,frame_000744.PNG
negative-deactive,neutral,frame_000745.PNG
negative-deactive,negative-deactive,frame_000763.PNG
negative-deactive,negative-deactive,frame_000764.PNG
negative-deactive,negative-deactive,frame_000765.PNG
negative-deactive,negative-deactive,frame_000766.PNG
negative-deactive,negative-deactive,frame_000767.PNG
negative-deactive,negative-deactive,frame_000768.PNG
negative-deactive,negative-deactive,frame_000769.PNG
negative-deactive,negative-deactive,frame_000770.PNG
negative-deactive,negative-deactive,frame_000771.PNG
negative-deactive,negative-deactive,frame_000772.PNG
negative-deactive,negative-deactive,frame_000773.PNG
negative-deactive,negative-deactive,frame_000774.PNG
negative-deactive,negative-deactive,frame_000775.PNG
negative-deactive,negative-deactive,frame_000776.PNG
negative-deactive,negative-deactive,frame_000777.PNG
negative-deactive,negative-deactive,frame_000778.PNG
negative-deactive,negative-deactive,frame_000779.PNG
negative-deactive,negative-deactive,frame_000780.PNG
negative-deactive,negative-deactive,frame_000781.PNG
negative-deactive,negative-deactive,frame_000782.PNG
negative-deactive,negative-active,frame_000783.PNG
negative-deactive,negative-active,frame_000784.PNG
negative-deactive,negative-active,frame_000785.PNG
negative-deactive,negative-active,frame_000786.PNG
negative-deactive,negative-active,frame_000787.PNG
negative-deactive,negative-active,frame_000788.PNG
negative-deactive,negative-active,frame_000789.PNG
negative-deactive,negative-active,frame_000790.PNG
negative-deactive,negative-active,frame_000791.PNG
negative-deactive,negative-active,frame_000792.PNG
negative-deactive,negative-active,frame_000793.PNG
negative-deactive,negative-active,frame_000794.PNG
negative-deactive,negative-active,frame_000795.PNG
negative-deactive,negative-active,frame_000796.PNG
negative-deactive,negative-active,frame_000797.PNG
negative-deactive,negative-active,frame_000798.PNG
negative-deactive,negative-active,frame_000799.PNG
negative-deactive,negative-active,frame_000800.PNG
negative-deactive,negative-active,frame_000801.PNG
negative-deactive,negative-active,frame_000802.PNG
negative-deactive,negative-active,frame_000803.PNG
negative-deactive,neutral,frame_000804.PNG
negative-deactive,neutral,frame_000805.PNG
negative-deactive,neutral,frame_000806.PNG
negative-deactive,neutral,frame_000807.PNG
negative-deactive,neutral,frame_000808.PNG
negative-deactive,neutral,frame_000809.PNG
negative-deactive,neutral,frame_000810.PNG
negative-deactive,neutral,frame_000811.PNG
negative-deactive,neutral,frame_000812.PNG
negative-deactive,neutral,frame_000813.PNG
negative-deactive,neutral,frame_000814.PNG
negative-deactive,neutral,frame_000815.PNG
negative-deactive,neutral,frame_000816.PNG
negative-deactive,neutral,frame_000817.PNG
negative-deactive,neutral,frame_000818.PNG
negative-deactive,neutral,frame_000819.PNG
negative-deactive,neutral,frame_000820.PNG
negative-deactive,neutral,frame_000821.PNG
negative-deactive,neutral,frame_000822.PNG
negative-deactive,neutral,frame_000823.PNG
negative-deactive,neutral,frame_000824.PNG
negative-deactive,neutral,frame_000825.PNG
negative-deactive,neutral,frame_000826.PNG
negative-deactive,neutral,frame_000827.PNG
negative-deactive,neutral,frame_000828.PNG
negative-deactive,neutral,frame_000829.PNG
negative-deactive,negative-active,frame_000830.PNG
negative-deactive,negative-active,frame_000831.PNG
negative-deactive,negative-active,frame_000832.PNG
negative-deactive,negative-active,frame_000833.PNG
negative-deactive,negative-active,frame_000834.PNG
negative-deactive,negative-active,frame_000835.PNG
negative-deactive,negative-active,frame_000836.PNG
negative-deactive,negative-active,frame_000837.PNG
negative-deactive,negative-active,frame_000838.PNG
negative-deactive,negative-active,frame_000839.PNG
negative-deactive,negative-active,frame_000840.PNG
negative-deactive,negative-active,frame_000841.PNG
negative-deactive,negative-active,frame_000842.PNG
negative-deactive,negative-active,frame_000843.PNG
negative-deactive,negative-active,frame_000844.PNG
negative-deactive,negative-active,frame_000845.PNG
negative-deactive,negative-active,frame_000846.PNG
negative-deactive,negative-active,frame_000847.PNG
negative-deactive,negative-active,frame_000848.PNG
negative-deactive,negative-active,frame_000849.PNG
negative-deactive,negative-active,frame_000850.PNG
negative-deactive,negative-active,frame_000851.PNG
negative-deactive,negative-active,frame_000852.PNG
negative-deactive,negative-active,frame_000853.PNG
negative-deactive,negative-active,frame_000854.PNG
negative-deactive,negative-active,frame_000855.PNG
negative-deactive,negative-active,frame_000856.PNG
negative-deactive,negative-active,frame_000857.PNG
negative-deactive,negative-active,frame_000858.PNG
negative-deactive,negative-active,frame_000859.PNG
negative-deactive,negative-active,frame_000860.PNG
negative-deactive,negative-active,frame_000861.PNG
negative-deactive,negative-active,frame_000862.PNG
negative-deactive,negative-active,frame_000863.PNG
negative-deactive,negative-active,frame_000864.PNG
negative-deactive,negative-active,frame_000865.PNG
negative-deactive,negative-active,frame_000866.PNG
negative-deactive,negative-active,frame_000867.PNG
negative-deactive,negative-active,frame_000868.PNG
negative-deactive,negative-active,frame_000869.PNG
negative-deactive,negative-active,frame_000870.PNG
negative-deactive,negative-active,frame_000871.PNG
negative-deactive,negative-active,frame_000872.PNG
negative-deactive,negative-active,frame_000873.PNG
negative-deactive,negative-active,frame_000874.PNG
negative-deactive,negative-deactive,frame_000875.PNG
negative-deactive,negative-deactive,frame_000876.PNG
negative-deactive,negative-deactive,frame_000877.PNG
negative-deactive,negative-deactive,frame_000878.PNG
negative-deactive,negative-deactive,frame_000879.PNG
negative-deactive,negative-deactive,frame_000880.PNG
negative-deactive,negative-deactive,frame_000881.PNG
negative-deactive,negative-deactive,frame_000882.PNG
negative-deactive,negative-deactive,frame_000883.PNG
negative-deactive,negative-deactive,frame_000884.PNG
negative-deactive,negative-deactive,frame_000885.PNG
negative-deactive,negative-deactive,frame_000886.PNG
negative-deactive,negative-deactive,frame_000887.PNG
negative-deactive,negative-deactive,frame_000888.PNG
negative-deactive,negative-deactive,frame_000889.PNG
positive-deactive,negative-deactive,frame_000890.PNG
positive-deactive,negative-deactive,frame_000891.PNG
positive-deactive,negative-deactive,frame_000892.PNG
positive-deactive,negative-deactive,frame_000893.PNG
positive-deactive,negative-deactive,frame_000894.PNG
positive-deactive,negative-deactive,frame_000895.PNG
positive-deactive,negative-deactive,frame_000896.PNG
positive-deactive,negative-deactive,frame_000897.PNG
positive-deactive,negative-deactive,frame_000898.PNG
positive-deactive,neutral,frame_000899.PNG
negative-deactive,neutral,frame_000900.PNG
negative-deactive,neutral,frame_000901.PNG
negative-deactive,neutral,frame_000902.PNG
negative-deactive,neutral,frame_000903.PNG
negative-deactive,neutral,frame_000904.PNG
negative-deactive,neutral,frame_000905.PNG
negative-deactive,neutral,frame_000906.PNG
negative-deactive,neutral,frame_000907.PNG
negative-deactive,neutral,frame_000908.PNG
negative-deactive,neutral,frame_000909.PNG
negative-deactive,neutral,frame_000910.PNG
negative-deactive,neutral,frame_000911.PNG
negative-deactive,neutral,frame_000912.PNG
negative-deactive,neutral,frame_000913.PNG
negative-deactive,neutral,frame_000914.PNG
negative-deactive,neutral,frame_000915.PNG
negative-deactive,neutral,frame_000916.PNG
negative-deactive,neutral,frame_000917.PNG
negative-deactive,neutral,frame_000918.PNG
negative-deactive,neutral,frame_000919.PNG
negative-deactive,neutral,frame_000920.PNG
negative-deactive,neutral,frame_000921.PNG
negative-deactive,negative-deactive,frame_000922.PNG
negative-deactive,negative-deactive,frame_000923.PNG
negative-deactive,negative-deactive,frame_000924.PNG
negative-deactive,negative-deactive,frame_000925.PNG
negative-deactive,negative-deactive,frame_000926.PNG
negative-deactive,negative-deactive,frame_000927.PNG
negative-deactive,negative-deactive,frame_000928.PNG
negative-deactive,negative-deactive,frame_000929.PNG
negative-deactive,negative-deactive,frame_000930.PNG
negative-deactive,negative-deactive,frame_000931.PNG
negative-deactive,negative-deactive,frame_000932.PNG
negative-deactive,neutral,frame_000933.PNG
positive-active,negative-deactive,frame_000974.PNG
positive-active,negative-deactive,frame_000975.PNG
positive-active,negative-deactive,frame_000976.PNG
positive-active,negative-deactive,frame_000977.PNG
positive-active,negative-deactive,frame_000978.PNG
positive-active,negative-deactive,frame_000979.PNG
positive-active,negative-deactive,frame_000980.PNG
positive-active,negative-deactive,frame_000981.PNG
positive-active,negative-deactive,frame_000982.PNG
positive-active,negative-deactive,frame_000983.PNG
positive-active,negative-deactive,frame_000984.PNG
positive-active,negative-deactive,frame_000985.PNG
positive-active,negative-deactive,frame_000986.PNG
positive-active,negative-deactive,frame_000987.PNG
positive-active,negative-deactive,frame_000988.PNG
positive-active,negative-deactive,frame_000989.PNG
positive-active,negative-deactive,frame_000990.PNG
positive-active,negative-deactive,frame_000991.PNG
positive-active,negative-deactive,frame_000992.PNG
positive-active,negative-deactive,frame_000993.PNG
positive-active,negative-deactive,frame_000994.PNG
positive-active,negative-deactive,frame_000995.PNG
positive-active,negative-deactive,frame_000996.PNG
positive-active,negative-deactive,frame_000997.PNG
positive-active,negative-deactive,frame_000998.PNG
positive-active,negative-deactive,frame_000999.PNG
positive-deactive,neutral,frame_001023.PNG
positive-deactive,neutral,frame_001024.PNG
positive-active,neutral,frame_001025.PNG
positive-active,neutral,frame_001026.PNG
positive-active,neutral,frame_001027.PNG
positive-active,neutral,frame_001028.PNG
positive-active,neutral,frame_001029.PNG
positive-active,neutral,frame_001030.PNG
positive-active,neutral,frame_001031.PNG
positive-active,neutral,frame_001032.PNG
positive-active,neutral,frame_001033.PNG
positive-active,negative-active,frame_001034.PNG
positive-active,negative-active,frame_001035.PNG
positive-active,negative-active,frame_001036.PNG
positive-active,negative-active,frame_001037.PNG
positive-active,negative-active,frame_001038.PNG
positive-active,negative-active,frame_001039.PNG
positive-active,negative-active,frame_001040.PNG
positive-active,negative-active,frame_001041.PNG
positive-active,negative-active,frame_001042.PNG
positive-active,negative-active,frame_001043.PNG
positive-active,negative-deactive,frame_001044.PNG
positive-active,negative-deactive,frame_001045.PNG
positive-active,negative-deactive,frame_001046.PNG
positive-active,negative-deactive,frame_001047.PNG
positive-active,negative-deactive,frame_001048.PNG
positive-active,negative-deactive,frame_001049.PNG
positive-active,negative-deactive,frame_001050.PNG
positive-active,negative-deactive,frame_001051.PNG
positive-active,negative-deactive,frame_001052.PNG
positive-active,negative-deactive,frame_001053.PNG
positive-active,negative-deactive,frame_001054.PNG
positive-active,negative-deactive,frame_001055.PNG
positive-active,negative-deactive,frame_001056.PNG
positive-active,negative-deactive,frame_001057.PNG
positive-active,negative-deactive,frame_001058.PNG
positive-active,negative-deactive,frame_001059.PNG
positive-active,negative-deactive,frame_001060.PNG
positive-active,negative-deactive,frame_001061.PNG
positive-active,negative-deactive,frame_001062.PNG
positive-active,negative-deactive,frame_001063.PNG
positive-active,negative-deactive,frame_001064.PNG
positive-active,negative-deactive,frame_001065.PNG
positive-active,negative-deactive,frame_001066.PNG
positive-active,negative-deactive,frame_001067.PNG
positive-active,negative-deactive,frame_001068.PNG
positive-active,negative-deactive,frame_001069.PNG
positive-active,negative-deactive,frame_001070.PNG
positive-active,negative-deactive,frame_001071.PNG
positive-active,negative-deactive,frame_001072.PNG
positive-active,negative-deactive,frame_001073.PNG
positive-active,negative-deactive,frame_001074.PNG
positive-active,negative-deactive,frame_001075.PNG
positive-active,negative-deactive,frame_001076.PNG
positive-active,negative-deactive,frame_001077.PNG
positive-active,negative-deactive,frame_001078.PNG
positive-active,negative-deactive,frame_001079.PNG
positive-active,negative-deactive,frame_001080.PNG
positive-active,negative-deactive,frame_001081.PNG
positive-active,negative-deactive,frame_001082.PNG
positive-active,negative-deactive,frame_001083.PNG
positive-active,negative-deactive,frame_001095.PNG
positive-active,negative-deactive,frame_001096.PNG
positive-active,negative-deactive,frame_001097.PNG
positive-active,negative-active,frame_001098.PNG
positive-active,negative-active,frame_001099.PNG
positive-active,negative-active,frame_001100.PNG
positive-active,negative-deactive,frame_001101.PNG
positive-active,negative-deactive,frame_001102.PNG
positive-active,negative-deactive,frame_001103.PNG
positive-active,negative-deactive,frame_001104.PNG
positive-active,negative-deactive,frame_001105.PNG
positive-active,negative-deactive,frame_001106.PNG
positive-active,negative-deactive,frame_001107.PNG
positive-active,negative-deactive,frame_001108.PNG
positive-active,negative-deactive,frame_001109.PNG
positive-active,negative-deactive,frame_001110.PNG
positive-active,negative-deactive,frame_001111.PNG
positive-active,negative-deactive,frame_001112.PNG
positive-active,negative-deactive,frame_001113.PNG
positive-active,negative-deactive,frame_001114.PNG
positive-active,negative-deactive,frame_001115.PNG
positive-active,negative-deactive,frame_001116.PNG
positive-active,neutral,frame_001117.PNG
positive-active,neutral,frame_001118.PNG
positive-active,neutral,frame_001119.PNG
positive-active,neutral,frame_001120.PNG
positive-active,neutral,frame_001121.PNG
positive-active,neutral,frame_001122.PNG
positive-active,neutral,frame_001123.PNG
positive-active,neutral,frame_001124.PNG
positive-active,neutral,frame_001125.PNG
positive-active,neutral,frame_001126.PNG
positive-active,neutral,frame_001127.PNG
positive-active,neutral,frame_001128.PNG
positive-active,neutral,frame_001129.PNG
positive-active,neutral,frame_001130.PNG
positive-active,neutral,frame_001131.PNG
positive-active,neutral,frame_001132.PNG
positive-active,neutral,frame_001133.PNG
positive-active,negative-active,frame_001134.PNG
positive-active,negative-active,frame_001135.PNG
positive-active,negative-active,frame_001136.PNG
positive-active,negative-active,frame_001137.PNG
positive-active,negative-active,frame_001138.PNG
positive-active,negative-active,frame_001139.PNG
positive-active,negative-active,frame_001140.PNG
positive-active,negative-active,frame_001141.PNG
positive-active,negative-active,frame_001142.PNG
positive-active,negative-deactive,frame_001143.PNG
positive-active,negative-deactive,frame_001144.PNG
positive-active,negative-deactive,frame_001145.PNG
positive-active,negative-deactive,frame_001146.PNG
positive-active,negative-deactive,frame_001147.PNG
positive-active,negative-deactive,frame_001148.PNG
positive-active,negative-deactive,frame_001149.PNG
positive-active,neutral,frame_001150.PNG
positive-active,neutral,frame_001151.PNG
positive-active,neutral,frame_001152.PNG
positive-active,neutral,frame_001153.PNG
positive-active,neutral,frame_001154.PNG
positive-active,neutral,frame_001155.PNG
positive-active,neutral,frame_001156.PNG
positive-active,neutral,frame_001157.PNG
positive-active,neutral,frame_001158.PNG
positive-active,positive-active,frame_001159.PNG
positive-active,positive-active,frame_001160.PNG
positive-active,positive-active,frame_001161.PNG
positive-active,positive-active,frame_001162.PNG
positive-active,positive-active,frame_001163.PNG
positive-active,positive-active,frame_001164.PNG
positive-active,positive-active,frame_001165.PNG
positive-active,positive-active,frame_001166.PNG
positive-active,neutral,frame_001167.PNG
positive-active,neutral,frame_001168.PNG
positive-active,neutral,frame_001169.PNG
positive-active,neutral,frame_001170.PNG
positive-active,neutral,frame_001171.PNG
positive-active,neutral,frame_001172.PNG
positive-active,neutral,frame_001173.PNG
positive-active,neutral,frame_001174.PNG
positive-active,neutral,frame_001175.PNG
positive-active,neutral,frame_001176.PNG
positive-active,neutral,frame_001177.PNG
positive-active,negative-active,frame_001178.PNG
positive-active,negative-active,frame_001179.PNG
positive-active,negative-active,frame_001180.PNG
positive-active,negative-active,frame_001181.PNG
positive-active,negative-active,frame_001182.PNG
positive-active,negative-active,frame_001183.PNG
positive-active,negative-active,frame_001184.PNG
positive-active,negative-active,frame_001185.PNG
positive-active,negative-active,frame_001186.PNG
negative-active,negative-active,frame_001187.PNG
positive-active,negative-active,frame_001188.PNG
positive-active,negative-active,frame_001189.PNG
positive-active,negative-active,frame_001190.PNG
positive-active,negative-active,frame_001191.PNG
positive-active,negative-active,frame_001192.PNG
positive-active,negative-active,frame_001193.PNG
positive-active,negative-active,frame_001194.PNG
positive-active,negative-active,frame_001195.PNG
positive-active,negative-active,frame_001196.PNG
positive-active,negative-active,frame_001197.PNG
positive-active,negative-active,frame_001198.PNG
positive-active,negative-active,frame_001199.PNG
positive-active,negative-active,frame_001200.PNG
positive-active,negative-active,frame_001201.PNG
positive-active,negative-deactive,frame_001202.PNG
positive-active,negative-deactive,frame_001203.PNG
positive-active,negative-deactive,frame_001204.PNG
positive-active,negative-deactive,frame_001205.PNG
positive-active,negative-deactive,frame_001206.PNG
positive-active,negative-deactive,frame_001207.PNG
positive-active,negative-deactive,frame_001208.PNG
positive-active,negative-deactive,frame_001209.PNG
positive-active,negative-deactive,frame_001210.PNG
positive-active,negative-deactive,frame_001211.PNG
positive-active,negative-deactive,frame_001212.PNG
positive-active,negative-deactive,frame_001213.PNG
positive-active,negative-deactive,frame_001214.PNG
positive-active,negative-deactive,frame_001215.PNG
positive-active,negative-deactive,frame_001216.PNG
positive-active,negative-deactive,frame_001217.PNG
positive-active,negative-deactive,frame_001218.PNG
positive-active,negative-deactive,frame_001219.PNG
positive-active,negative-deactive,frame_001220.PNG
positive-active,negative-deactive,frame_001221.PNG
positive-active,negative-deactive,frame_001222.PNG
positive-active,negative-deactive,frame_001223.PNG
positive-active,negative-deactive,frame_001224.PNG
positive-active,negative-deactive,frame_001225.PNG
positive-active,negative-deactive,frame_001226.PNG
positive-active,negative-deactive,frame_001227.PNG
positive-active,negative-deactive,frame_001228.PNG
positive-active,negative-deactive,frame_001229.PNG
positive-active,negative-deactive,frame_001230.PNG
positive-active,negative-deactive,frame_001231.PNG
positive-active,negative-active,frame_001232.PNG
positive-active,negative-active,frame_001233.PNG
positive-active,negative-active,frame_001234.PNG
positive-active,negative-active,frame_001235.PNG
positive-active,negative-active,frame_001236.PNG
positive-active,negative-active,frame_001237.PNG
positive-active,negative-active,frame_001238.PNG
positive-active,negative-active,frame_001239.PNG
positive-active,negative-active,frame_001240.PNG
positive-active,negative-active,frame_001241.PNG
positive-active,negative-active,frame_001242.PNG
positive-active,negative-active,frame_001243.PNG
positive-active,negative-active,frame_001244.PNG
positive-active,negative-active,frame_001245.PNG
positive-active,negative-active,frame_001246.PNG
positive-active,negative-active,frame_001247.PNG
positive-active,negative-active,frame_001248.PNG
positive-active,negative-active,frame_001249.PNG
positive-active,negative-active,frame_001250.PNG
positive-active,negative-active,frame_001251.PNG
positive-active,negative-active,frame_001252.PNG
positive-active,negative-active,frame_001253.PNG
positive-active,negative-active,frame_001254.PNG
positive-active,negative-active,frame_001255.PNG
