video,time_start,time_end,label
face6_02,10.06,10.11,stress
face6_02,10.12,10.17,neutral
face6_02,10.18,10.27,relax
face6_02,10.28,10.33,happy
face6_02,10.34,10.35,relax
face6_02,10.36,10.41,happy
face6_02,10.41,10.44,relax
face6_02,10.45,10.48,happy
face6_02,10.49,10.51,relax
face6_02,10.52,11.02,neutral
face6_02,11.03,11.21,relax
face6_02,11.22,11.26,happy
face6_02,11.27,11.31,happy
face6_02,11.31,11.32,stress
face6_02,11.33,11.36,stress
face6_02,11.37,11.39,neutral
face6_02,11.04,11.53,stress
face6_02,11.54,11.55,neutral
face6_02,11.55,12.02,sad
face6_02,12.03,12.04,relax
face6_02,12.05,12.06,happy
face6_02,12.07,12.16,neutral
face6_02,12.17,12.18,sad
face6_02,12.19,12.21,neutral
face6_02,12.21,12.25,neutral
face6_02,12.26,12.27,sad
face6_02,12.27,12.29,neutral
face6_02,12.03,12.31,stress
face6_02,12.32,12.33,stress
face6_02,12.34,12.44,neutral
face6_02,12.45,12.48,neutral
face6_02,12.49,12.52,neutral
face6_02,12.53,12.59,happy
face6_02,13,13.01,neutral
face6_02,13.02,13.11,neutral
face6_02,13.12,13.16,relax
face6_02,13.17,13.21,neutral
face6_02,13.25,13.33,stress
face6_02,13.34,13.36,stress
face6_02,13.37,13.39,stress
face6_02,13.04,13.58,stress
face6_02,13.59,14.07,happy
face6_02,14.16,14.17,neutral
face6_02,14.18,14.41,sad
face6_02,14.41,14.42,neutral
face6_02,14.43,14.51,neutral
face6_02,14.52,14.53,neutral
face6_02,14.54,15.02,happy
face6_02,15.03,15.08,sad
face6_02,15.09,15.17,neutral
face6_02,15.18,15.21,neutral
face6_02,15.22,15.23,stress
face6_02,15.23,15.28,relax
face6_02,15.29,15.31,neutral
face6_02,15.31,15.37,sad
face6_02,15.38,16.07,happy
face6_02,16.08,16.13,stress
face6_02,16.14,16.31,happy
face6_02,16.31,16.32,happy
face6_02,16.34,16.42,happy
face6_02,18.02,18.31,happy
face6_02,18.32,18.51,relax
face6_02,18.52,19,stress
face6_02,19.04,19.14,relax
face6_02,19.15,19.21,relax
face6_02,19.22,19.27,neutral
face6_02,19.28,19.31,neutral
face6_02,19.32,19.35,angry
face6_02,19.38,19.43,neutral
face6_02,19.44,19.51,neutral
face6_02,19.51,19.54,relax
face6_02,19.55,19.56,stress
face6_02,19.57,19.58,relax
face6_02,19.58,20.28,neutral
face6_02,20.29,20.31,happy
face6_02,20.31,20.39,relax
face6_02,20.04,20.49,neutral
face6_02,20.05,20.56,neutral
face6_02,20.57,20.58,stress
face6_02,20.59,21.02,relax
face6_02,21.03,21.11,happy
face6_02,21.11,21.13,relax
face6_02,21.14,21.21,happy
face6_02,21.22,21.26,neutral
face6_02,21.27,21.29,neutral
face6_02,21.03,21.31,neutral
face6_02,21.32,21.33,neutral
face6_02,21.34,21.35,neutral
face6_02,21.35,21.37,sad
face6_02,21.38,21.39,happy
face6_02,21.04,21.52,neutral
face6_02,21.53,21.57,relax
face6_02,21.58,21.59,happy
face6_02,22.18,22.22,neutral
face6_02,22.23,22.32,relax
face6_02,22.33,22.48,neutral
face6_02,22.49,22.56,relax
face6_02,22.57,23.04,sad
face6_02,23.05,23.06,relax
face6_02,23.07,23.24,happy
face6_02,23.25,23.32,relax
