,video,time_start,time_end,label,start_sec,end_sec
71,face6_01,5.45,5.46,angry,345.0,346.0
72,face6_01,5.56,6.02,neutral,356.0,362.0
73,face6_01,6.03,6.06,happy,363.0,366.0
74,face6_01,6.07,6.12,neutral,367.0,372.0
75,face6_01,6.13,6.15,angry,373.0,375.0
76,face6_01,6.16,6.17,angry,376.0,377.0
77,face6_01,6.18,6.21,angry,378.0,381.0
78,face6_01,6.21,6.31,neutral,381.0,391.0
79,face6_01,6.31,6.32,happy,391.0,392.0
80,face6_01,6.46,6.48,angry,406.0,408.0
81,face6_01,6.49,6.51,happy,409.0,411.0
82,face6_01,6.51,6.52,relax,411.0,412.0
83,face6_01,6.53,6.54,happy,413.0,414.0
84,face6_01,6.57,6.58,happy,417.0,418.0
85,face6_01,6.59,7.02,relax,419.0,422.0
86,face6_01,7.03,7.04,neutral,423.0,424.0
87,face6_01,7.05,7.09,happy,425.0,429.0
88,face6_01,7.01,7.16,neutral,421.0,436.0
89,face6_01,7.17,7.21,relax,437.0,441.0
90,face6_01,7.22,7.44,neutral,442.0,464.0
91,face6_01,7.45,7.51,relax,465.0,471.0
92,face6_01,7.51,7.55,neutral,471.0,475.0
93,face6_01,8.01,8.02,happy,481.0,482.0
94,face6_01,8.03,8.07,angry,483.0,487.0
95,face6_01,8.08,8.11,neutral,488.0,491.0
96,face6_01,8.17,8.33,neutral,497.0,513.0
97,face6_01,8.34,8.36,sad,514.0,516.0
98,face6_01,8.37,8.41,happy,517.0,521.0
99,face6_01,8.42,8.43,neutral,522.0,523.0
100,face6_01,8.44,8.55,neutral,524.0,535.0
101,face6_01,8.56,8.57,neutral,536.0,537.0
102,face6_01,8.58,9.11,neutral,538.0,551.0
103,face6_01,9.12,9.22,happy,552.0,562.0
104,face6_01,9.25,9.26,relax,565.0,566.0
105,face6_01,9.27,9.39,neutral,567.0,579.0
106,face6_01,9.04,9.44,happy,544.0,584.0
107,face6_01,9.48,9.49,happy,588.0,589.0
