,video,time_start,time_end,label,start_sec,end_sec
66,face10_02,6.44,6.52,angry,404.0,412.0
67,face10_02,6.53,6.54,happy,413.0,414.0
68,face10_02,6.55,7.19,happy,415.0,439.0
69,face10_02,7.02,7.29,neutral,422.0,449.0
70,face10_02,7.35,7.38,neutral,455.0,458.0
71,face10_02,7.39,7.42,happy,459.0,462.0
72,face10_02,7.43,7.54,neutral,463.0,474.0
73,face10_02,7.55,7.59,angry,475.0,479.0
74,face10_02,8.0,8.02,relax,480.0,482.0
75,face10_02,8.03,8.07,angry,483.0,487.0
76,face10_02,8.08,8.11,angry,488.0,491.0
77,face10_02,8.11,8.15,neutral,491.0,495.0
78,face10_02,8.02,8.26,angry,482.0,506.0
79,face10_02,8.27,8.31,angry,507.0,511.0
80,face10_02,8.31,8.38,neutral,511.0,518.0
81,face10_02,8.39,8.52,angry,519.0,532.0
82,face10_02,8.53,9.12,angry,533.0,552.0
83,face10_02,9.13,9.14,happy,553.0,554.0
84,face10_02,9.15,9.22,angry,555.0,562.0
85,face10_02,9.23,9.24,happy,563.0,564.0
86,face10_02,9.25,9.28,happy,565.0,568.0
87,face10_02,9.29,9.36,angry,569.0,576.0
88,face10_02,9.37,9.42,happy,577.0,582.0
89,face10_02,9.42,9.44,happy,582.0,584.0
90,face10_02,9.54,10.09,angry,594.0,609.0
91,face10_02,10.01,10.11,happy,601.0,611.0
92,face10_02,10.12,10.15,relax,612.0,615.0
93,face10_02,10.16,10.17,happy,616.0,617.0
94,face10_02,10.18,10.19,angry,618.0,619.0
95,face10_02,10.02,10.28,angry,602.0,628.0
96,face10_02,10.29,10.31,happy,629.0,631.0
97,face10_02,10.32,10.41,relax,632.0,641.0
98,face10_02,10.42,10.45,neutral,642.0,645.0
99,face10_02,10.55,11.02,angry,655.0,662.0
100,face10_02,11.06,11.09,angry,666.0,669.0
101,face10_02,11.01,11.12,relax,661.0,672.0
102,face10_02,11.13,11.14,happy,673.0,674.0
103,face10_02,11.15,11.25,angry,675.0,685.0
104,face10_02,11.26,11.36,happy,686.0,696.0
105,face10_02,11.37,11.44,neutral,697.0,704.0
106,face10_02,11.45,11.48,sad,705.0,708.0
107,face10_02,11.49,11.59,angry,709.0,719.0
108,face10_02,12.13,12.15,happy,733.0,735.0
