,video,time_start,time_end,label,start_sec,end_sec
72,face7_01,6.32,6.35,angry,392.0,395.0
73,face7_01,6.36,6.37,angry,396.0,397.0
74,face7_01,6.38,6.39,neutral,398.0,399.0
75,face7_01,6.45,6.47,relax,405.0,407.0
76,face7_01,6.05,7.04,angry,365.0,424.0
77,face7_01,7.07,7.11,relax,427.0,431.0
78,face7_01,7.12,7.13,neutral,432.0,433.0
79,face7_01,7.14,7.16,angry,434.0,436.0
80,face7_01,7.17,7.21,neutral,437.0,441.0
81,face7_01,7.21,7.23,angry,441.0,443.0
82,face7_01,7.24,7.32,neutral,444.0,452.0
83,face7_01,7.33,7.36,happy,453.0,456.0
84,face7_01,7.37,7.39,angry,457.0,459.0
85,face7_01,7.04,7.41,neutral,424.0,461.0
86,face7_01,7.42,7.44,relax,462.0,464.0
87,face7_01,7.48,7.49,neutral,468.0,469.0
88,face7_01,7.05,7.51,neutral,425.0,471.0
89,face7_01,7.52,7.54,happy,472.0,474.0
90,face7_01,7.57,8.05,angry,477.0,485.0
91,face7_01,8.06,8.07,happy,486.0,487.0
92,face7_01,8.08,8.11,happy,488.0,491.0
93,face7_01,8.23,8.24,neutral,503.0,504.0
94,face7_01,8.25,8.28,happy,505.0,508.0
95,face7_01,8.34,8.38,happy,514.0,518.0
96,face7_01,8.39,8.43,angry,519.0,523.0
97,face7_01,8.44,8.46,neutral,524.0,526.0
98,face7_01,8.47,8.49,relax,527.0,529.0
99,face7_01,8.05,8.51,angry,485.0,531.0
100,face7_01,8.56,8.57,neutral,536.0,537.0
101,face7_01,8.58,8.59,angry,538.0,539.0
102,face7_01,9.0,9.03,relax,540.0,543.0
103,face7_01,9.04,9.05,neutral,544.0,545.0
104,face7_01,9.01,9.12,relax,541.0,552.0
105,face7_01,9.13,9.17,neutral,553.0,557.0
106,face7_01,9.18,9.21,happy,558.0,561.0
107,face7_01,9.22,9.23,angry,562.0,563.0
108,face7_01,9.24,9.26,neutral,564.0,566.0
109,face7_01,9.27,9.29,happy,567.0,569.0
110,face7_01,9.03,9.34,neutral,543.0,574.0
111,face7_01,9.35,9.36,happy,575.0,576.0
112,face7_01,9.37,9.38,neutral,577.0,578.0
113,face7_01,9.39,9.41,happy,579.0,581.0
114,face7_01,9.41,9.46,happy,581.0,586.0
115,face7_01,9.47,9.48,angry,587.0,588.0
116,face7_01,9.49,9.54,neutral,589.0,594.0
117,face7_01,9.55,9.57,happy,595.0,597.0
118,face7_01,9.58,9.59,angry,598.0,599.0
119,face7_01,10.0,10.05,neutral,600.0,605.0
120,face7_01,10.09,10.11,happy,609.0,611.0
121,face7_01,10.12,10.15,neutral,612.0,615.0
122,face7_01,10.16,10.19,neutral,616.0,619.0
123,face7_01,10.02,10.21,neutral,602.0,621.0
124,face7_01,10.22,10.27,neutral,622.0,627.0
125,face7_01,10.28,10.33,angry,628.0,633.0
126,face7_01,10.34,10.36,neutral,634.0,636.0
127,face7_01,10.37,10.41,angry,637.0,641.0
128,face7_01,10.41,10.43,neutral,641.0,643.0
129,face7_01,10.46,10.48,angry,646.0,648.0
130,face7_01,10.51,11.06,neutral,651.0,666.0
131,face7_01,11.07,11.19,neutral,667.0,679.0
132,face7_01,11.02,11.21,neutral,662.0,681.0
133,face7_01,11.22,11.27,neutral,682.0,687.0
134,face7_01,11.28,11.31,happy,688.0,691.0
135,face7_01,11.31,11.32,neutral,691.0,692.0
136,face7_01,11.37,11.38,happy,697.0,698.0
137,face7_01,11.41,11.51,neutral,701.0,711.0
138,face7_01,11.51,11.57,neutral,711.0,717.0
139,face7_01,12.02,12.05,happy,722.0,725.0
140,face7_01,12.14,12.22,relax,734.0,742.0
141,face7_01,12.23,12.26,happy,743.0,746.0
142,face7_01,12.27,12.31,angry,747.0,751.0
143,face7_01,12.31,12.32,angry,751.0,752.0
144,face7_01,12.33,12.36,angry,753.0,756.0
145,face7_01,12.04,12.41,happy,724.0,761.0
146,face7_01,12.42,12.46,relax,762.0,766.0
147,face7_01,12.47,12.48,neutral,767.0,768.0
148,face7_01,12.51,12.52,relax,771.0,772.0
149,face7_01,12.59,13.03,neutral,779.0,783.0
150,face7_01,13.04,13.15,angry,784.0,795.0
151,face7_01,13.16,13.18,angry,796.0,798.0
152,face7_01,13.21,13.22,happy,801.0,802.0
153,face7_01,13.23,13.24,happy,803.0,804.0
154,face7_01,13.25,13.26,happy,805.0,806.0
155,face7_01,13.27,13.29,happy,807.0,809.0
156,face7_01,13.31,13.39,neutral,811.0,819.0
157,face7_01,13.04,13.41,angry,784.0,821.0
158,face7_01,13.42,13.51,neutral,822.0,831.0
159,face7_01,13.51,13.53,neutral,831.0,833.0
160,face7_01,13.54,13.55,neutral,834.0,835.0
161,face7_01,13.56,14.0,neutral,836.0,840.0
162,face7_01,14.01,14.03,angry,841.0,843.0
163,face7_01,14.04,14.09,neutral,844.0,849.0
164,face7_01,14.13,14.17,relax,853.0,857.0
165,face7_01,14.21,14.23,relax,861.0,863.0
166,face7_01,14.26,14.27,angry,866.0,867.0
167,face7_01,14.28,14.37,angry,868.0,877.0
168,face7_01,14.45,14.47,neutral,885.0,887.0
169,face7_01,14.48,14.52,happy,888.0,892.0
170,face7_01,14.53,14.56,happy,893.0,896.0
171,face7_01,14.57,14.58,happy,897.0,898.0
172,face7_01,15.01,15.09,angry,901.0,909.0
173,face7_01,15.01,15.11,neutral,901.0,911.0
174,face7_01,15.14,15.15,neutral,914.0,915.0
175,face7_01,15.16,15.27,angry,916.0,927.0
176,face7_01,15.28,15.29,happy,928.0,929.0
177,face7_01,15.03,15.34,relax,903.0,934.0
178,face7_01,15.35,15.41,neutral,935.0,941.0
179,face7_01,15.41,15.44,relax,941.0,944.0
180,face7_01,15.45,15.46,relax,945.0,946.0
181,face7_01,15.47,15.49,happy,947.0,949.0
182,face7_01,15.53,16.0,angry,953.0,960.0
183,face7_01,16.02,16.03,happy,962.0,963.0
184,face7_01,16.04,16.08,relax,964.0,968.0
185,face7_01,16.16,16.18,neutral,976.0,978.0
186,face7_01,16.23,16.25,relax,983.0,985.0
187,face7_01,16.26,16.29,angry,986.0,989.0
188,face7_01,16.03,16.49,neutral,963.0,1009.0
189,face7_01,16.05,16.51,happy,965.0,1011.0
190,face7_01,16.56,16.57,angry,1016.0,1017.0
191,face7_01,16.58,16.59,neutral,1018.0,1019.0
192,face7_01,17.0,17.03,happy,1020.0,1023.0
193,face7_01,17.04,17.12,relax,1024.0,1032.0
194,face7_01,17.13,17.16,happy,1033.0,1036.0
195,face7_01,17.17,17.18,neutral,1037.0,1038.0
196,face7_01,17.22,17.24,happy,1042.0,1044.0
197,face7_01,17.25,17.29,neutral,1045.0,1049.0
198,face7_01,17.35,17.37,neutral,1055.0,1057.0
199,face7_01,17.38,17.42,relax,1058.0,1062.0
200,face7_01,17.43,17.45,angry,1063.0,1065.0
201,face7_01,17.46,17.49,happy,1066.0,1069.0
202,face7_01,17.05,17.52,neutral,1025.0,1072.0
203,face7_01,17.55,17.58,relax,1075.0,1078.0
204,face7_01,17.59,18.0,happy,1079.0,1080.0
205,face7_01,18.05,18.07,neutral,1085.0,1087.0
206,face7_01,18.08,18.15,happy,1088.0,1095.0
207,face7_01,18.16,18.17,neutral,1096.0,1097.0
208,face7_01,18.18,18.19,neutral,1098.0,1099.0
209,face7_01,18.02,18.21,angry,1082.0,1101.0
210,face7_01,18.22,18.31,happy,1102.0,1111.0
