,video,time_start,time_end,label,start_sec,end_sec
65,face6_02,5.36,5.38,neutral,336.0,338.0
66,face6_02,5.39,5.42,angry,339.0,342.0
67,face6_02,5.43,5.48,relax,343.0,348.0
68,face6_02,5.49,5.52,angry,349.0,352.0
69,face6_02,5.53,5.54,angry,353.0,354.0
70,face6_02,5.54,5.55,neutral,354.0,355.0
71,face6_02,5.55,5.58,relax,355.0,358.0
72,face6_02,5.59,6.02,neutral,359.0,362.0
73,face6_02,6.03,6.07,happy,363.0,367.0
74,face6_02,6.07,6.08,happy,367.0,368.0
75,face6_02,6.14,6.17,angry,374.0,377.0
76,face6_02,6.18,6.28,sad,378.0,388.0
77,face6_02,6.29,6.33,neutral,389.0,393.0
78,face6_02,6.34,6.41,neutral,394.0,401.0
79,face6_02,6.42,6.44,neutral,402.0,404.0
80,face6_02,6.45,6.47,angry,405.0,407.0
81,face6_02,6.48,6.51,happy,408.0,411.0
82,face6_02,6.51,6.53,happy,411.0,413.0
83,face6_02,6.54,6.56,happy,414.0,416.0
84,face6_02,6.57,7.08,neutral,417.0,428.0
85,face6_02,7.09,7.11,relax,429.0,431.0
86,face6_02,7.11,7.15,relax,431.0,435.0
87,face6_02,7.16,7.17,neutral,436.0,437.0
88,face6_02,7.18,7.19,relax,438.0,439.0
89,face6_02,7.19,7.21,happy,439.0,441.0
90,face6_02,7.21,7.22,relax,441.0,442.0
91,face6_02,7.22,7.23,relax,442.0,443.0
92,face6_02,7.24,7.26,relax,444.0,446.0
93,face6_02,7.27,7.31,neutral,447.0,451.0
94,face6_02,7.32,7.33,relax,452.0,453.0
95,face6_02,7.34,7.38,relax,454.0,458.0
96,face6_02,7.39,7.42,happy,459.0,462.0
97,face6_02,7.43,7.45,relax,463.0,465.0
98,face6_02,7.46,7.48,neutral,466.0,468.0
99,face6_02,7.49,7.51,relax,469.0,471.0
100,face6_02,7.5,7.51,neutral,425.0,471.0
101,face6_02,7.51,7.52,neutral,471.0,472.0
102,face6_02,7.53,7.54,angry,473.0,474.0
103,face6_02,7.54,7.58,happy,474.0,478.0
104,face6_02,8.03,8.06,relax,483.0,486.0
105,face6_02,8.07,8.21,relax,487.0,501.0
106,face6_02,8.22,8.23,relax,502.0,503.0
107,face6_02,8.23,8.29,neutral,503.0,509.0
108,face6_02,8.03,8.36,neutral,483.0,516.0
109,face6_02,8.37,8.41,relax,517.0,521.0
110,face6_02,8.41,8.43,angry,521.0,523.0
111,face6_02,8.44,8.49,neutral,524.0,529.0
112,face6_02,8.05,8.52,relax,485.0,532.0
113,face6_02,8.53,8.59,neutral,533.0,539.0
114,face6_02,9.0,9.01,neutral,540.0,541.0
115,face6_02,9.01,9.03,neutral,541.0,543.0
116,face6_02,9.04,9.05,angry,544.0,545.0
117,face6_02,9.06,9.08,neutral,546.0,548.0
118,face6_02,9.09,9.19,relax,549.0,559.0
119,face6_02,9.02,9.22,neutral,542.0,562.0
120,face6_02,9.23,9.26,angry,563.0,566.0
121,face6_02,9.27,9.38,neutral,567.0,578.0
122,face6_02,9.39,9.42,angry,579.0,582.0
123,face6_02,9.43,9.45,happy,583.0,585.0
124,face6_02,9.46,9.52,neutral,586.0,592.0
125,face6_02,9.53,9.58,angry,593.0,598.0
126,face6_02,9.59,10.05,neutral,599.0,605.0
127,face6_02,10.06,10.11,angry,606.0,611.0
128,face6_02,10.12,10.17,neutral,612.0,617.0
129,face6_02,10.18,10.27,relax,618.0,627.0
130,face6_02,10.28,10.33,happy,628.0,633.0
131,face6_02,10.34,10.35,relax,634.0,635.0
132,face6_02,10.36,10.41,happy,636.0,641.0
133,face6_02,10.41,10.44,relax,641.0,644.0
134,face6_02,10.45,10.48,happy,645.0,648.0
135,face6_02,10.49,10.51,relax,649.0,651.0
136,face6_02,10.52,11.02,neutral,652.0,662.0
137,face6_02,11.03,11.21,relax,663.0,681.0
138,face6_02,11.22,11.26,happy,682.0,686.0
139,face6_02,11.27,11.31,happy,687.0,691.0
140,face6_02,11.31,11.32,angry,691.0,692.0
141,face6_02,11.33,11.36,angry,693.0,696.0
142,face6_02,11.37,11.39,neutral,697.0,699.0
143,face6_02,11.04,11.53,angry,664.0,713.0
144,face6_02,11.54,11.55,neutral,714.0,715.0
145,face6_02,11.55,12.02,sad,715.0,722.0
146,face6_02,12.03,12.04,relax,723.0,724.0
147,face6_02,12.05,12.06,happy,725.0,726.0
148,face6_02,12.07,12.16,neutral,727.0,736.0
149,face6_02,12.17,12.18,sad,737.0,738.0
150,face6_02,12.19,12.21,neutral,739.0,741.0
151,face6_02,12.21,12.25,neutral,741.0,745.0
152,face6_02,12.26,12.27,sad,746.0,747.0
153,face6_02,12.27,12.29,neutral,747.0,749.0
154,face6_02,12.03,12.31,angry,723.0,751.0
155,face6_02,12.32,12.33,angry,752.0,753.0
156,face6_02,12.34,12.44,neutral,754.0,764.0
157,face6_02,12.45,12.48,neutral,765.0,768.0
158,face6_02,12.49,12.52,neutral,769.0,772.0
159,face6_02,12.53,12.59,happy,773.0,779.0
160,face6_02,13.0,13.01,neutral,780.0,781.0
161,face6_02,13.02,13.11,neutral,782.0,791.0
162,face6_02,13.12,13.16,relax,792.0,796.0
163,face6_02,13.17,13.21,neutral,797.0,801.0
164,face6_02,13.25,13.33,angry,805.0,813.0
165,face6_02,13.34,13.36,angry,814.0,816.0
166,face6_02,13.37,13.39,angry,817.0,819.0
167,face6_02,13.04,13.58,angry,784.0,838.0
168,face6_02,13.59,14.07,happy,839.0,847.0
169,face6_02,14.16,14.17,neutral,856.0,857.0
170,face6_02,14.18,14.41,sad,858.0,881.0
171,face6_02,14.41,14.42,neutral,881.0,882.0
172,face6_02,14.43,14.51,neutral,883.0,891.0
173,face6_02,14.52,14.53,neutral,892.0,893.0
174,face6_02,14.54,15.02,happy,894.0,902.0
175,face6_02,15.03,15.08,sad,903.0,908.0
176,face6_02,15.09,15.17,neutral,909.0,917.0
177,face6_02,15.18,15.21,neutral,918.0,921.0
178,face6_02,15.22,15.23,angry,922.0,923.0
179,face6_02,15.23,15.28,relax,923.0,928.0
180,face6_02,15.29,15.31,neutral,929.0,931.0
181,face6_02,15.31,15.37,sad,931.0,937.0
182,face6_02,15.38,16.07,happy,938.0,967.0
183,face6_02,16.08,16.13,angry,968.0,973.0
184,face6_02,16.14,16.31,happy,974.0,991.0
185,face6_02,16.31,16.32,happy,991.0,992.0
186,face6_02,16.34,16.42,happy,994.0,1002.0
187,face6_02,18.02,18.31,happy,1082.0,1111.0
188,face6_02,18.32,18.51,relax,1112.0,1131.0
189,face6_02,18.52,19.0,angry,1132.0,1140.0
190,face6_02,19.04,19.14,relax,1144.0,1154.0
191,face6_02,19.15,19.21,relax,1155.0,1161.0
192,face6_02,19.22,19.27,neutral,1162.0,1167.0
193,face6_02,19.28,19.31,neutral,1168.0,1171.0
194,face6_02,19.32,19.35,angry,1172.0,1175.0
195,face6_02,19.38,19.43,neutral,1178.0,1183.0
196,face6_02,19.44,19.51,neutral,1184.0,1191.0
197,face6_02,19.51,19.54,relax,1191.0,1194.0
198,face6_02,19.55,19.56,angry,1195.0,1196.0
199,face6_02,19.57,19.58,relax,1197.0,1198.0
200,face6_02,19.58,20.28,neutral,1198.0,1228.0
201,face6_02,20.29,20.31,happy,1229.0,1231.0
202,face6_02,20.31,20.39,relax,1231.0,1239.0
203,face6_02,20.04,20.49,neutral,1204.0,1249.0
204,face6_02,20.05,20.56,neutral,1205.0,1256.0
205,face6_02,20.57,20.58,angry,1257.0,1258.0
206,face6_02,20.59,21.02,relax,1259.0,1262.0
207,face6_02,21.03,21.11,happy,1263.0,1271.0
208,face6_02,21.11,21.13,relax,1271.0,1273.0
209,face6_02,21.14,21.21,happy,1274.0,1281.0
210,face6_02,21.22,21.26,neutral,1282.0,1286.0
211,face6_02,21.27,21.29,neutral,1287.0,1289.0
212,face6_02,21.03,21.31,neutral,1263.0,1291.0
213,face6_02,21.32,21.33,neutral,1292.0,1293.0
214,face6_02,21.34,21.35,neutral,1294.0,1295.0
215,face6_02,21.35,21.37,sad,1295.0,1297.0
216,face6_02,21.38,21.39,happy,1298.0,1299.0
217,face6_02,21.04,21.52,neutral,1264.0,1312.0
218,face6_02,21.53,21.57,relax,1313.0,1317.0
219,face6_02,21.58,21.59,happy,1318.0,1319.0
220,face6_02,22.18,22.22,neutral,1338.0,1342.0
221,face6_02,22.23,22.32,relax,1343.0,1352.0
222,face6_02,22.33,22.48,neutral,1353.0,1368.0
223,face6_02,22.49,22.56,relax,1369.0,1376.0
224,face6_02,22.57,23.04,sad,1377.0,1384.0
225,face6_02,23.05,23.06,relax,1385.0,1386.0
226,face6_02,23.07,23.24,happy,1387.0,1404.0
227,face6_02,23.25,23.32,relax,1405.0,1412.0
