,video,time_start,time_end,label,start_sec,end_sec
47,face2_01,6.56,6.58,relax,416.0,418.0
48,face2_01,6.59,7.01,angry,419.0,421.0
49,face2_01,7.17,7.27,angry,437.0,447.0
50,face2_01,7.46,7.52,angry,466.0,472.0
51,face2_01,7.53,8.01,neutral,473.0,481.0
52,face2_01,8.06,8.11,relax,486.0,491.0
53,face2_01,8.12,8.14,happy,492.0,494.0
54,face2_01,8.15,8.31,angry,495.0,511.0
55,face2_01,8.31,8.33,happy,511.0,513.0
56,face2_01,8.34,8.45,relax,514.0,525.0
57,face2_01,8.46,8.53,happy,526.0,533.0
58,face2_01,8.57,9.01,happy,537.0,541.0
59,face2_01,9.05,9.13,relax,545.0,553.0
60,face2_01,9.14,9.18,angry,554.0,558.0
61,face2_01,9.23,9.33,angry,563.0,573.0
62,face2_01,9.34,9.36,angry,574.0,576.0
63,face2_01,9.37,9.41,happy,577.0,581.0
64,face2_01,9.46,9.48,happy,586.0,588.0
65,face2_01,9.49,9.53,relax,589.0,593.0
66,face2_01,9.54,10.06,angry,594.0,606.0
67,face2_01,10.07,10.11,happy,607.0,611.0
68,face2_01,10.11,10.21,relax,611.0,621.0
69,face2_01,10.22,10.26,happy,622.0,626.0
70,face2_01,10.27,10.31,relax,627.0,631.0
71,face2_01,10.36,10.51,neutral,636.0,651.0
72,face2_01,10.51,11.04,angry,651.0,664.0
73,face2_01,11.11,11.12,angry,671.0,672.0
74,face2_01,11.25,11.26,angry,685.0,686.0
75,face2_01,11.27,11.33,angry,687.0,693.0
76,face2_01,11.34,12.01,relax,694.0,721.0
77,face2_01,12.02,12.31,relax,722.0,751.0
78,face2_01,12.36,12.39,angry,756.0,759.0
79,face2_01,12.58,13.08,neutral,778.0,788.0
80,face2_01,13.14,13.15,angry,794.0,795.0
81,face2_01,13.16,13.34,neutral,796.0,814.0
82,face2_01,13.35,13.36,angry,815.0,816.0
83,face2_01,13.37,14.12,angry,817.0,852.0
84,face2_01,14.17,14.22,angry,857.0,862.0
85,face2_01,14.23,14.25,neutral,863.0,865.0
86,face2_01,14.03,14.04,neutral,843.0,844.0
87,face2_01,14.41,14.49,angry,881.0,889.0
88,face2_01,14.59,15.02,neutral,899.0,902.0
89,face2_01,15.03,15.09,angry,903.0,909.0
90,face2_01,15.01,15.36,neutral,901.0,936.0
91,face2_01,15.42,15.45,angry,942.0,945.0
92,face2_01,16.06,16.08,happy,966.0,968.0
93,face2_01,16.14,16.16,relax,974.0,976.0
94,face2_01,16.02,16.31,neutral,962.0,991.0
95,face2_01,13.32,16.33,happy,812.0,993.0
96,face2_01,16.34,16.39,neutral,994.0,999.0
97,face2_01,16.04,16.43,relax,964.0,1003.0
98,face2_01,16.44,16.55,angry,1004.0,1015.0
99,face2_01,16.56,17.0,happy,1016.0,1020.0
100,face2_01,17.08,17.16,relax,1028.0,1036.0
101,face2_01,17.17,17.32,relax,1037.0,1052.0
102,face2_01,17.52,17.53,angry,1072.0,1073.0
103,face2_01,17.54,18.01,neutral,1074.0,1081.0
104,face2_01,18.02,18.08,sad,1082.0,1088.0
105,face2_01,18.09,18.21,relax,1089.0,1101.0
106,face2_01,18.21,18.27,neutral,1101.0,1107.0
107,face2_01,18.31,18.41,neutral,1111.0,1121.0
108,face2_01,18.41,18.45,angry,1121.0,1125.0
109,face2_01,19.03,19.21,angry,1143.0,1161.0
110,face2_01,19.03,19.08,happy,1143.0,1148.0
111,face2_01,19.11,19.13,angry,1151.0,1153.0
112,face2_01,19.16,19.27,neutral,1156.0,1167.0
113,face2_01,19.28,19.31,happy,1168.0,1171.0
114,face2_01,19.31,19.33,neutral,1171.0,1173.0
115,face2_01,19.41,19.42,happy,1181.0,1182.0
116,face2_01,19.43,19.44,sad,1183.0,1184.0
117,face2_01,19.45,19.48,happy,1185.0,1188.0
118,face2_01,19.49,20.03,relax,1189.0,1203.0
119,face2_01,20.04,20.07,angry,1204.0,1207.0
120,face2_01,20.08,20.11,happy,1208.0,1211.0
121,face2_01,20.11,20.14,sad,1211.0,1214.0
122,face2_01,20.15,20.17,neutral,1215.0,1217.0
123,face2_01,20.24,20.33,neutral,1224.0,1233.0
124,face2_01,20.34,20.37,neutral,1234.0,1237.0
125,face2_01,20.38,20.45,angry,1238.0,1245.0
126,face2_01,20.52,20.56,angry,1252.0,1256.0
127,face2_01,20.57,21.08,neutral,1257.0,1268.0
128,face2_01,21.12,21.21,neutral,1272.0,1281.0
129,face2_01,21.29,21.34,angry,1289.0,1294.0
130,face2_01,21.35,21.48,neutral,1295.0,1308.0
131,face2_01,21.49,21.53,neutral,1309.0,1313.0
132,face2_01,22.23,22.36,neutral,1343.0,1356.0
133,face2_01,22.49,22.51,neutral,1369.0,1371.0
134,face2_01,22.51,23.01,relax,1371.0,1381.0
135,face2_01,23.11,23.12,angry,1391.0,1392.0
136,face2_01,23.13,23.17,relax,1393.0,1397.0
137,face2_01,23.18,23.21,relax,1398.0,1401.0
138,face2_01,23.21,23.24,angry,1401.0,1404.0
139,face2_01,23.41,23.45,angry,1421.0,1425.0
140,face2_01,23.53,24.09,neutral,1433.0,1449.0
141,face2_01,24.01,24.13,relax,1441.0,1453.0
142,face2_01,24.14,24.22,relax,1454.0,1462.0
143,face2_01,24.23,24.33,sad,1463.0,1473.0
144,face2_01,24.34,24.36,relax,1474.0,1476.0
145,face2_01,24.37,24.41,angry,1477.0,1481.0
146,face2_01,24.41,24.45,angry,1481.0,1485.0
147,face2_01,24.52,24.58,angry,1492.0,1498.0
148,face2_01,25.04,25.05,angry,1504.0,1505.0
149,face2_01,25.09,25.14,relax,1509.0,1514.0
150,face2_01,25.15,25.21,neutral,1515.0,1521.0
151,face2_01,25.37,25.41,happy,1537.0,1541.0
