,video,time_start,time_end,label
55,face7_01,4.05,4.52,neutral
56,face7_01,4.53,4.58,stress
57,face7_01,4.59,5.01,neutral
58,face7_01,5.06,5.09,stress
59,face7_01,5.01,5.11,neutral
60,face7_01,5.12,5.24,stress
61,face7_01,5.25,5.27,relax
62,face7_01,5.03,5.39,relax
63,face7_01,5.04,5.42,neutral
64,face7_01,5.43,5.45,neutral
65,face7_01,5.46,5.53,relax
66,face7_01,5.56,6.02,stress
67,face7_01,6.03,6.06,neutral
68,face7_01,6.07,6.19,stress
69,face7_01,6.22,6.23,happy
70,face7_01,6.24,6.27,relax
71,face7_01,6.03,6.31,neutral
72,face7_01,6.32,6.35,stress
73,face7_01,6.36,6.37,stress
74,face7_01,6.38,6.39,neutral
75,face7_01,6.45,6.47,relax
76,face7_01,6.05,7.04,stress
77,face7_01,7.07,7.11,relax
78,face7_01,7.12,7.13,neutral
79,face7_01,7.14,7.16,stress
80,face7_01,7.17,7.21,neutral
81,face7_01,7.21,7.23,stress
82,face7_01,7.24,7.32,neutral
83,face7_01,7.33,7.36,happy
84,face7_01,7.37,7.39,stress
85,face7_01,7.04,7.41,neutral
86,face7_01,7.42,7.44,relax
87,face7_01,7.48,7.49,neutral
88,face7_01,7.05,7.51,neutral
89,face7_01,7.52,7.54,happy
90,face7_01,7.57,8.05,stress
91,face7_01,8.06,8.07,happy
92,face7_01,8.08,8.11,happy
93,face7_01,8.23,8.24,neutral
94,face7_01,8.25,8.28,happy
95,face7_01,8.34,8.38,happy
96,face7_01,8.39,8.43,stress
97,face7_01,8.44,8.46,neutral
98,face7_01,8.47,8.49,relax
99,face7_01,8.05,8.51,stress
100,face7_01,8.56,8.57,neutral
101,face7_01,8.58,8.59,stress
102,face7_01,9.0,9.03,relax
103,face7_01,9.04,9.05,neutral
104,face7_01,9.01,9.12,relax
105,face7_01,9.13,9.17,neutral
106,face7_01,9.18,9.21,happy
107,face7_01,9.22,9.23,stress
108,face7_01,9.24,9.26,neutral
109,face7_01,9.27,9.29,happy
110,face7_01,9.03,9.34,neutral
111,face7_01,9.35,9.36,happy
112,face7_01,9.37,9.38,neutral
113,face7_01,9.39,9.41,happy
114,face7_01,9.41,9.46,happy
115,face7_01,9.47,9.48,stress
116,face7_01,9.49,9.54,neutral
117,face7_01,9.55,9.57,happy
118,face7_01,9.58,9.59,stress
119,face7_01,10.0,10.05,neutral
120,face7_01,10.09,10.11,happy
121,face7_01,10.12,10.15,neutral
122,face7_01,10.16,10.19,neutral
123,face7_01,10.02,10.21,neutral
124,face7_01,10.22,10.27,neutral
125,face7_01,10.28,10.33,stress
126,face7_01,10.34,10.36,neutral
127,face7_01,10.37,10.41,stress
128,face7_01,10.41,10.43,neutral
129,face7_01,10.46,10.48,stress
130,face7_01,10.51,11.06,neutral
131,face7_01,11.07,11.19,neutral
132,face7_01,11.02,11.21,neutral
133,face7_01,11.22,11.27,neutral
134,face7_01,11.28,11.31,happy
135,face7_01,11.31,11.32,neutral
136,face7_01,11.37,11.38,happy
137,face7_01,11.41,11.51,neutral
138,face7_01,11.51,11.57,neutral
139,face7_01,12.02,12.05,happy
140,face7_01,12.14,12.22,relax
141,face7_01,12.23,12.26,happy
142,face7_01,12.27,12.31,stress
143,face7_01,12.31,12.32,stress
144,face7_01,12.33,12.36,stress
145,face7_01,12.04,12.41,happy
146,face7_01,12.42,12.46,relax
147,face7_01,12.47,12.48,neutral
148,face7_01,12.51,12.52,relax
149,face7_01,12.59,13.03,neutral
150,face7_01,13.04,13.15,stress
151,face7_01,13.16,13.18,stress
152,face7_01,13.21,13.22,happy
153,face7_01,13.23,13.24,happy
154,face7_01,13.25,13.26,happy
155,face7_01,13.27,13.29,happy
156,face7_01,13.31,13.39,neutral
157,face7_01,13.04,13.41,stress
158,face7_01,13.42,13.51,neutral
159,face7_01,13.51,13.53,neutral
160,face7_01,13.54,13.55,neutral
161,face7_01,13.56,14.0,neutral
162,face7_01,14.01,14.03,stress
163,face7_01,14.04,14.09,neutral
164,face7_01,14.13,14.17,relax
165,face7_01,14.21,14.23,relax
166,face7_01,14.26,14.27,stress
167,face7_01,14.28,14.37,stress
168,face7_01,14.45,14.47,neutral
169,face7_01,14.48,14.52,happy
170,face7_01,14.53,14.56,happy
171,face7_01,14.57,14.58,happy
172,face7_01,15.01,15.09,stress
173,face7_01,15.01,15.11,neutral
174,face7_01,15.14,15.15,neutral
175,face7_01,15.16,15.27,stress
176,face7_01,15.28,15.29,happy
177,face7_01,15.03,15.34,relax
178,face7_01,15.35,15.41,neutral
179,face7_01,15.41,15.44,relax
180,face7_01,15.45,15.46,relax
181,face7_01,15.47,15.49,happy
182,face7_01,15.53,16.0,stress
183,face7_01,16.02,16.03,happy
184,face7_01,16.04,16.08,relax
185,face7_01,16.16,16.18,neutral
186,face7_01,16.23,16.25,relax
187,face7_01,16.26,16.29,stress
188,face7_01,16.03,16.49,neutral
189,face7_01,16.05,16.51,happy
190,face7_01,16.56,16.57,stress
191,face7_01,16.58,16.59,neutral
192,face7_01,17.0,17.03,happy
193,face7_01,17.04,17.12,relax
194,face7_01,17.13,17.16,happy
195,face7_01,17.17,17.18,neutral
196,face7_01,17.22,17.24,happy
197,face7_01,17.25,17.29,neutral
198,face7_01,17.35,17.37,neutral
199,face7_01,17.38,17.42,relax
200,face7_01,17.43,17.45,stress
201,face7_01,17.46,17.49,happy
202,face7_01,17.05,17.52,neutral
203,face7_01,17.55,17.58,relax
204,face7_01,17.59,18.0,happy
205,face7_01,18.05,18.07,neutral
206,face7_01,18.08,18.15,happy
207,face7_01,18.16,18.17,neutral
208,face7_01,18.18,18.19,neutral
209,face7_01,18.02,18.21,stress
210,face7_01,18.22,18.31,happy
