,video,time_start,time_end,label
101,face5_01,10.14,10.21,stress
102,face5_01,10.22,10.23,stress
103,face5_01,10.24,10.25,neutral
104,face5_01,10.25,10.26,stress
105,face5_01,10.27,10.28,stress
106,face5_01,10.29,10.43,neutral
107,face5_01,10.44,10.45,angry
108,face5_01,10.45,10.48,neutral
109,face5_01,10.05,10.52,stress
110,face5_01,10.53,10.55,neutral
111,face5_01,10.56,10.57,stress
112,face5_01,10.57,11.01,neutral
113,face5_01,11.02,11.13,happy
114,face5_01,11.14,11.23,stress
115,face5_01,11.24,11.36,happy
116,face5_01,11.38,11.39,relax
117,face5_01,11.04,11.44,neutral
118,face5_01,11.45,11.46,relax
119,face5_01,11.47,11.51,angry
120,face5_01,11.51,12.0,neutral
121,face5_01,12.01,12.01,happy
122,face5_01,12.11,12.13,stress
123,face5_01,12.14,12.34,neutral
124,face5_01,12.35,12.36,neutral
125,face5_01,12.36,12.51,stress
126,face5_01,12.51,12.53,stress
127,face5_01,12.54,13.0,stress
128,face5_01,13.01,13.07,angry
129,face5_01,13.01,13.14,angry
130,face5_01,13.18,13.19,angry
131,face5_01,13.19,13.31,neutral
132,face5_01,13.32,13.35,angry
133,face5_01,13.36,13.38,happy
134,face5_01,13.39,13.47,angry
135,face5_01,13.05,14.0,sad
136,face5_01,14.11,14.15,sad
137,face5_01,14.16,14.19,sad
138,face5_01,14.02,14.25,angry
139,face5_01,14.26,14.37,neutral
140,face5_01,14.38,14.39,stress
141,face5_01,14.04,14.41,neutral
142,face5_01,14.42,14.46,angry
143,face5_01,14.47,14.48,relax
144,face5_01,14.49,14.53,happy
145,face5_01,14.54,14.56,stress
146,face5_01,14.57,14.58,happy
147,face5_01,14.59,15.03,neutral
148,face5_01,15.04,15.09,stress
149,face5_01,15.01,15.24,relax
150,face5_01,15.25,15.34,neutral
151,face5_01,15.35,15.39,angry
152,face5_01,15.04,15.41,relax
153,face5_01,15.42,15.46,happy
