,label_data_team,img_url_data_team,label_psy_team,img_url_psy_team,,pred
frame_000023.PNG,negative-deactive,frame_000023.PNG,negative-deactive,frame_000023.PNG,,3
frame_000024.PNG,neutral,frame_000024.PNG,negative-deactive,frame_000024.PNG,,3
frame_000025.PNG,neutral,frame_000025.PNG,negative-deactive,frame_000025.PNG,,3
frame_000026.PNG,neutral,frame_000026.PNG,negative-deactive,frame_000026.PNG,,3
frame_000027.PNG,neutral,frame_000027.PNG,negative-deactive,frame_000027.PNG,,3
frame_000028.PNG,neutral,frame_000028.PNG,negative-deactive,frame_000028.PNG,,3
frame_000029.PNG,neutral,frame_000029.PNG,negative-deactive,frame_000029.PNG,,3
frame_000030.PNG,neutral,frame_000030.PNG,negative-deactive,frame_000030.PNG,,3
frame_000031.PNG,neutral,frame_000031.PNG,negative-deactive,frame_000031.PNG,,3
frame_000032.PNG,neutral,frame_000032.PNG,negative-deactive,frame_000032.PNG,,3
frame_000033.PNG,neutral,frame_000033.PNG,negative-deactive,frame_000033.PNG,,3
frame_000034.PNG,neutral,frame_000034.PNG,negative-deactive,frame_000034.PNG,,3
frame_000035.PNG,neutral,frame_000035.PNG,negative-deactive,frame_000035.PNG,,3
frame_000036.PNG,neutral,frame_000036.PNG,negative-deactive,frame_000036.PNG,,3
frame_000037.PNG,neutral,frame_000037.PNG,negative-deactive,frame_000037.PNG,,3
frame_000038.PNG,neutral,frame_000038.PNG,negative-deactive,frame_000038.PNG,,3
frame_000039.PNG,positive-deactive,frame_000039.PNG,negative-deactive,frame_000039.PNG,,3
frame_000040.PNG,positive-deactive,frame_000040.PNG,negative-deactive,frame_000040.PNG,,3
frame_000041.PNG,positive-deactive,frame_000041.PNG,negative-deactive,frame_000041.PNG,,2
frame_000042.PNG,positive-deactive,frame_000042.PNG,negative-deactive,frame_000042.PNG,,3
frame_000043.PNG,positive-deactive,frame_000043.PNG,negative-deactive,frame_000043.PNG,,3
frame_000047.PNG,positive-deactive,frame_000047.PNG,positive-deactive,frame_000047.PNG,,3
frame_000048.PNG,positive-deactive,frame_000048.PNG,positive-deactive,frame_000048.PNG,,3
frame_000049.PNG,positive-deactive,frame_000049.PNG,positive-deactive,frame_000049.PNG,,3
frame_000050.PNG,positive-deactive,frame_000050.PNG,positive-deactive,frame_000050.PNG,,3
frame_000051.PNG,positive-deactive,frame_000051.PNG,negative-deactive,frame_000051.PNG,,3
frame_000052.PNG,positive-deactive,frame_000052.PNG,negative-deactive,frame_000052.PNG,,3
frame_000053.PNG,positive-deactive,frame_000053.PNG,negative-deactive,frame_000053.PNG,,3
frame_000054.PNG,positive-deactive,frame_000054.PNG,negative-deactive,frame_000054.PNG,,3
frame_000055.PNG,positive-deactive,frame_000055.PNG,negative-deactive,frame_000055.PNG,,3
frame_000056.PNG,positive-deactive,frame_000056.PNG,negative-deactive,frame_000056.PNG,,3
frame_000057.PNG,positive-deactive,frame_000057.PNG,negative-deactive,frame_000057.PNG,,3
frame_000058.PNG,positive-deactive,frame_000058.PNG,negative-deactive,frame_000058.PNG,,3
frame_000059.PNG,positive-deactive,frame_000059.PNG,negative-deactive,frame_000059.PNG,,3
frame_000060.PNG,positive-deactive,frame_000060.PNG,negative-deactive,frame_000060.PNG,,3
frame_000061.PNG,positive-deactive,frame_000061.PNG,negative-deactive,frame_000061.PNG,,3
frame_000062.PNG,positive-deactive,frame_000062.PNG,negative-deactive,frame_000062.PNG,,3
frame_000063.PNG,positive-deactive,frame_000063.PNG,negative-deactive,frame_000063.PNG,,3
frame_000064.PNG,positive-deactive,frame_000064.PNG,negative-deactive,frame_000064.PNG,,3
frame_000071.PNG,positive-deactive,frame_000071.PNG,negative-deactive,frame_000071.PNG,,3
frame_000072.PNG,positive-deactive,frame_000072.PNG,negative-deactive,frame_000072.PNG,,3
frame_000073.PNG,positive-deactive,frame_000073.PNG,negative-deactive,frame_000073.PNG,,3
frame_000074.PNG,positive-active,frame_000074.PNG,negative-deactive,frame_000074.PNG,,3
frame_000075.PNG,positive-active,frame_000075.PNG,negative-deactive,frame_000075.PNG,,3
frame_000076.PNG,positive-active,frame_000076.PNG,negative-deactive,frame_000076.PNG,,3
frame_000077.PNG,positive-active,frame_000077.PNG,negative-deactive,frame_000077.PNG,,3
frame_000078.PNG,positive-active,frame_000078.PNG,negative-deactive,frame_000078.PNG,,3
frame_000079.PNG,positive-active,frame_000079.PNG,negative-deactive,frame_000079.PNG,,3
frame_000080.PNG,positive-active,frame_000080.PNG,negative-deactive,frame_000080.PNG,,3
frame_000089.PNG,positive-deactive,frame_000089.PNG,positive-active,frame_000089.PNG,,3
frame_000090.PNG,positive-deactive,frame_000090.PNG,positive-active,frame_000090.PNG,,3
frame_000091.PNG,positive-deactive,frame_000091.PNG,positive-active,frame_000091.PNG,,3
frame_000092.PNG,positive-deactive,frame_000092.PNG,positive-active,frame_000092.PNG,,3
frame_000093.PNG,positive-active,frame_000093.PNG,positive-active,frame_000093.PNG,,3
frame_000094.PNG,positive-active,frame_000094.PNG,positive-active,frame_000094.PNG,,3
frame_000095.PNG,positive-active,frame_000095.PNG,positive-active,frame_000095.PNG,,3
frame_000096.PNG,positive-active,frame_000096.PNG,positive-active,frame_000096.PNG,,3
frame_000097.PNG,positive-active,frame_000097.PNG,positive-active,frame_000097.PNG,,3
frame_000098.PNG,positive-active,frame_000098.PNG,positive-active,frame_000098.PNG,,0
frame_000099.PNG,positive-active,frame_000099.PNG,positive-active,frame_000099.PNG,,3
frame_000100.PNG,positive-active,frame_000100.PNG,positive-active,frame_000100.PNG,,3
frame_000101.PNG,positive-active,frame_000101.PNG,positive-active,frame_000101.PNG,,3
frame_000102.PNG,positive-active,frame_000102.PNG,positive-active,frame_000102.PNG,,3
frame_000103.PNG,positive-active,frame_000103.PNG,positive-active,frame_000103.PNG,,3
frame_000104.PNG,positive-deactive,frame_000104.PNG,positive-active,frame_000104.PNG,,3
frame_000105.PNG,positive-deactive,frame_000105.PNG,positive-active,frame_000105.PNG,,3
frame_000106.PNG,positive-deactive,frame_000106.PNG,positive-active,frame_000106.PNG,,3
frame_000107.PNG,positive-deactive,frame_000107.PNG,positive-active,frame_000107.PNG,,3
frame_000108.PNG,positive-deactive,frame_000108.PNG,positive-active,frame_000108.PNG,,3
frame_000109.PNG,positive-deactive,frame_000109.PNG,positive-active,frame_000109.PNG,,3
frame_000110.PNG,positive-deactive,frame_000110.PNG,positive-active,frame_000110.PNG,,3
frame_000111.PNG,positive-deactive,frame_000111.PNG,positive-active,frame_000111.PNG,,3
frame_000112.PNG,positive-deactive,frame_000112.PNG,positive-active,frame_000112.PNG,,3
frame_000113.PNG,positive-deactive,frame_000113.PNG,positive-active,frame_000113.PNG,,3
frame_000114.PNG,positive-deactive,frame_000114.PNG,positive-active,frame_000114.PNG,,3
frame_000115.PNG,positive-deactive,frame_000115.PNG,positive-active,frame_000115.PNG,,3
frame_000116.PNG,positive-deactive,frame_000116.PNG,positive-active,frame_000116.PNG,,3
frame_000117.PNG,positive-deactive,frame_000117.PNG,positive-active,frame_000117.PNG,,3
frame_000118.PNG,positive-deactive,frame_000118.PNG,positive-active,frame_000118.PNG,,3
frame_000120.PNG,positive-deactive,frame_000120.PNG,positive-active,frame_000120.PNG,,3
frame_000121.PNG,positive-deactive,frame_000121.PNG,positive-active,frame_000121.PNG,,3
frame_000128.PNG,positive-deactive,frame_000128.PNG,positive-deactive,frame_000128.PNG,,3
frame_000129.PNG,positive-deactive,frame_000129.PNG,positive-deactive,frame_000129.PNG,,3
frame_000130.PNG,positive-deactive,frame_000130.PNG,positive-deactive,frame_000130.PNG,,3
frame_000131.PNG,positive-deactive,frame_000131.PNG,positive-deactive,frame_000131.PNG,,3
frame_000132.PNG,positive-deactive,frame_000132.PNG,positive-deactive,frame_000132.PNG,,3
frame_000133.PNG,positive-deactive,frame_000133.PNG,positive-deactive,frame_000133.PNG,,3
frame_000134.PNG,positive-deactive,frame_000134.PNG,positive-deactive,frame_000134.PNG,,3
frame_000135.PNG,positive-deactive,frame_000135.PNG,positive-deactive,frame_000135.PNG,,3
frame_000136.PNG,positive-deactive,frame_000136.PNG,positive-deactive,frame_000136.PNG,,3
frame_000137.PNG,positive-active,frame_000137.PNG,positive-deactive,frame_000137.PNG,,3
frame_000138.PNG,positive-active,frame_000138.PNG,positive-deactive,frame_000138.PNG,,3
frame_000139.PNG,positive-active,frame_000139.PNG,positive-deactive,frame_000139.PNG,,3
frame_000140.PNG,positive-active,frame_000140.PNG,positive-deactive,frame_000140.PNG,,3
frame_000141.PNG,positive-active,frame_000141.PNG,positive-deactive,frame_000141.PNG,,3
frame_000142.PNG,positive-active,frame_000142.PNG,positive-deactive,frame_000142.PNG,,3
frame_000143.PNG,positive-active,frame_000143.PNG,positive-deactive,frame_000143.PNG,,3
frame_000144.PNG,positive-active,frame_000144.PNG,positive-deactive,frame_000144.PNG,,3
frame_000145.PNG,positive-active,frame_000145.PNG,negative-deactive,frame_000145.PNG,,3
frame_000146.PNG,positive-active,frame_000146.PNG,negative-deactive,frame_000146.PNG,,3
frame_000147.PNG,positive-active,frame_000147.PNG,negative-deactive,frame_000147.PNG,,3
frame_000148.PNG,positive-deactive,frame_000148.PNG,negative-deactive,frame_000148.PNG,,3
frame_000149.PNG,positive-deactive,frame_000149.PNG,negative-deactive,frame_000149.PNG,,3
frame_000150.PNG,positive-deactive,frame_000150.PNG,negative-deactive,frame_000150.PNG,,3
frame_000151.PNG,positive-deactive,frame_000151.PNG,negative-deactive,frame_000151.PNG,,3
frame_000152.PNG,positive-deactive,frame_000152.PNG,negative-deactive,frame_000152.PNG,,3
frame_000153.PNG,positive-deactive,frame_000153.PNG,negative-deactive,frame_000153.PNG,,3
frame_000154.PNG,positive-deactive,frame_000154.PNG,negative-deactive,frame_000154.PNG,,3
frame_000155.PNG,positive-deactive,frame_000155.PNG,negative-deactive,frame_000155.PNG,,3
frame_000156.PNG,positive-deactive,frame_000156.PNG,negative-deactive,frame_000156.PNG,,3
frame_000157.PNG,positive-deactive,frame_000157.PNG,negative-deactive,frame_000157.PNG,,3
frame_000158.PNG,positive-deactive,frame_000158.PNG,negative-deactive,frame_000158.PNG,,3
frame_000159.PNG,positive-deactive,frame_000159.PNG,negative-deactive,frame_000159.PNG,,3
frame_000160.PNG,positive-deactive,frame_000160.PNG,negative-deactive,frame_000160.PNG,,3
frame_000161.PNG,positive-deactive,frame_000161.PNG,negative-deactive,frame_000161.PNG,,3
frame_000162.PNG,positive-deactive,frame_000162.PNG,negative-deactive,frame_000162.PNG,,3
frame_000163.PNG,positive-deactive,frame_000163.PNG,negative-deactive,frame_000163.PNG,,3
frame_000164.PNG,positive-deactive,frame_000164.PNG,negative-deactive,frame_000164.PNG,,3
frame_000165.PNG,positive-deactive,frame_000165.PNG,negative-deactive,frame_000165.PNG,,3
frame_000166.PNG,positive-deactive,frame_000166.PNG,negative-deactive,frame_000166.PNG,,3
frame_000167.PNG,positive-deactive,frame_000167.PNG,negative-deactive,frame_000167.PNG,,3
frame_000168.PNG,positive-deactive,frame_000168.PNG,negative-deactive,frame_000168.PNG,,3
frame_000169.PNG,negative-deactive,frame_000169.PNG,negative-deactive,frame_000169.PNG,,3
frame_000170.PNG,negative-deactive,frame_000170.PNG,negative-deactive,frame_000170.PNG,,3
frame_000171.PNG,positive-deactive,frame_000171.PNG,negative-deactive,frame_000171.PNG,,3
frame_000172.PNG,positive-active,frame_000172.PNG,negative-deactive,frame_000172.PNG,,3
frame_000173.PNG,positive-active,frame_000173.PNG,negative-deactive,frame_000173.PNG,,3
frame_000174.PNG,positive-active,frame_000174.PNG,negative-deactive,frame_000174.PNG,,3
frame_000175.PNG,positive-active,frame_000175.PNG,negative-deactive,frame_000175.PNG,,3
frame_000176.PNG,positive-active,frame_000176.PNG,negative-deactive,frame_000176.PNG,,3
frame_000177.PNG,positive-active,frame_000177.PNG,positive-active,frame_000177.PNG,,3
frame_000178.PNG,positive-active,frame_000178.PNG,positive-active,frame_000178.PNG,,3
frame_000179.PNG,positive-active,frame_000179.PNG,positive-active,frame_000179.PNG,,3
frame_000180.PNG,positive-active,frame_000180.PNG,positive-active,frame_000180.PNG,,3
frame_000181.PNG,positive-active,frame_000181.PNG,positive-active,frame_000181.PNG,,3
frame_000182.PNG,positive-active,frame_000182.PNG,positive-active,frame_000182.PNG,,3
frame_000183.PNG,positive-active,frame_000183.PNG,positive-active,frame_000183.PNG,,3
frame_000184.PNG,positive-active,frame_000184.PNG,positive-active,frame_000184.PNG,,3
frame_000185.PNG,positive-active,frame_000185.PNG,positive-active,frame_000185.PNG,,3
frame_000186.PNG,positive-active,frame_000186.PNG,positive-active,frame_000186.PNG,,3
frame_000187.PNG,positive-active,frame_000187.PNG,positive-active,frame_000187.PNG,,3
frame_000188.PNG,positive-active,frame_000188.PNG,positive-active,frame_000188.PNG,,3
frame_000189.PNG,positive-active,frame_000189.PNG,positive-active,frame_000189.PNG,,3
frame_000195.PNG,positive-active,frame_000195.PNG,positive-active,frame_000195.PNG,,3
frame_000196.PNG,positive-active,frame_000196.PNG,positive-active,frame_000196.PNG,,3
frame_000197.PNG,positive-active,frame_000197.PNG,positive-active,frame_000197.PNG,,3
frame_000198.PNG,positive-active,frame_000198.PNG,positive-active,frame_000198.PNG,,3
frame_000199.PNG,positive-active,frame_000199.PNG,positive-active,frame_000199.PNG,,3
frame_000200.PNG,positive-active,frame_000200.PNG,positive-active,frame_000200.PNG,,3
frame_000201.PNG,positive-active,frame_000201.PNG,positive-active,frame_000201.PNG,,3
frame_000202.PNG,positive-active,frame_000202.PNG,positive-active,frame_000202.PNG,,3
frame_000215.PNG,positive-active,frame_000215.PNG,positive-active,frame_000215.PNG,,3
frame_000216.PNG,positive-active,frame_000216.PNG,positive-active,frame_000216.PNG,,3
frame_000217.PNG,positive-active,frame_000217.PNG,positive-active,frame_000217.PNG,,3
frame_000249.PNG,positive-active,frame_000249.PNG,positive-active,frame_000249.PNG,,3
frame_000250.PNG,positive-active,frame_000250.PNG,positive-active,frame_000250.PNG,,3
frame_000251.PNG,positive-active,frame_000251.PNG,positive-active,frame_000251.PNG,,3
frame_000252.PNG,positive-active,frame_000252.PNG,positive-active,frame_000252.PNG,,3
frame_000253.PNG,positive-active,frame_000253.PNG,positive-active,frame_000253.PNG,,3
frame_000254.PNG,positive-active,frame_000254.PNG,positive-active,frame_000254.PNG,,3
frame_000255.PNG,positive-active,frame_000255.PNG,positive-active,frame_000255.PNG,,3
frame_000256.PNG,positive-active,frame_000256.PNG,positive-active,frame_000256.PNG,,3
frame_000257.PNG,positive-active,frame_000257.PNG,positive-active,frame_000257.PNG,,3
frame_000258.PNG,positive-active,frame_000258.PNG,positive-active,frame_000258.PNG,,3
frame_000259.PNG,positive-active,frame_000259.PNG,positive-active,frame_000259.PNG,,3
frame_000260.PNG,positive-active,frame_000260.PNG,positive-active,frame_000260.PNG,,3
frame_000261.PNG,positive-active,frame_000261.PNG,positive-active,frame_000261.PNG,,3
frame_000262.PNG,positive-active,frame_000262.PNG,positive-active,frame_000262.PNG,,3
frame_000263.PNG,positive-active,frame_000263.PNG,positive-active,frame_000263.PNG,,3
frame_000264.PNG,positive-active,frame_000264.PNG,positive-active,frame_000264.PNG,,3
frame_000265.PNG,positive-active,frame_000265.PNG,positive-active,frame_000265.PNG,,3
frame_000266.PNG,positive-active,frame_000266.PNG,positive-active,frame_000266.PNG,,3
frame_000267.PNG,positive-active,frame_000267.PNG,positive-active,frame_000267.PNG,,3
frame_000268.PNG,positive-active,frame_000268.PNG,positive-active,frame_000268.PNG,,3
frame_000269.PNG,positive-active,frame_000269.PNG,positive-active,frame_000269.PNG,,3
frame_000270.PNG,positive-active,frame_000270.PNG,positive-active,frame_000270.PNG,,3
frame_000271.PNG,positive-active,frame_000271.PNG,positive-active,frame_000271.PNG,,3
frame_000272.PNG,positive-active,frame_000272.PNG,positive-active,frame_000272.PNG,,3
frame_000273.PNG,positive-active,frame_000273.PNG,positive-active,frame_000273.PNG,,3
frame_000274.PNG,positive-active,frame_000274.PNG,positive-active,frame_000274.PNG,,3
frame_000275.PNG,positive-active,frame_000275.PNG,positive-active,frame_000275.PNG,,3
frame_000276.PNG,positive-active,frame_000276.PNG,positive-active,frame_000276.PNG,,3
frame_000277.PNG,positive-active,frame_000277.PNG,positive-active,frame_000277.PNG,,3
frame_000278.PNG,positive-active,frame_000278.PNG,positive-active,frame_000278.PNG,,0
frame_000279.PNG,positive-active,frame_000279.PNG,positive-active,frame_000279.PNG,,3
frame_000280.PNG,positive-active,frame_000280.PNG,positive-active,frame_000280.PNG,,3
frame_000281.PNG,positive-active,frame_000281.PNG,positive-active,frame_000281.PNG,,3
frame_000282.PNG,positive-active,frame_000282.PNG,positive-active,frame_000282.PNG,,3
frame_000283.PNG,positive-active,frame_000283.PNG,positive-active,frame_000283.PNG,,3
frame_000284.PNG,positive-active,frame_000284.PNG,positive-active,frame_000284.PNG,,3
frame_000285.PNG,positive-active,frame_000285.PNG,positive-active,frame_000285.PNG,,3
frame_000292.PNG,positive-deactive,frame_000292.PNG,positive-deactive,frame_000292.PNG,,3
frame_000293.PNG,positive-deactive,frame_000293.PNG,positive-deactive,frame_000293.PNG,,3
frame_000294.PNG,positive-deactive,frame_000294.PNG,positive-deactive,frame_000294.PNG,,3
frame_000295.PNG,positive-deactive,frame_000295.PNG,positive-deactive,frame_000295.PNG,,3
frame_000296.PNG,positive-deactive,frame_000296.PNG,positive-deactive,frame_000296.PNG,,3
frame_000297.PNG,positive-deactive,frame_000297.PNG,positive-deactive,frame_000297.PNG,,0
frame_000299.PNG,positive-active,frame_000299.PNG,positive-active,frame_000299.PNG,,3
frame_000300.PNG,positive-active,frame_000300.PNG,positive-active,frame_000300.PNG,,3
frame_000301.PNG,positive-active,frame_000301.PNG,positive-active,frame_000301.PNG,,3
frame_000302.PNG,positive-active,frame_000302.PNG,positive-active,frame_000302.PNG,,3
frame_000303.PNG,positive-active,frame_000303.PNG,positive-active,frame_000303.PNG,,3
frame_000304.PNG,positive-active,frame_000304.PNG,positive-active,frame_000304.PNG,,3
frame_000305.PNG,positive-active,frame_000305.PNG,positive-active,frame_000305.PNG,,3
frame_000306.PNG,positive-active,frame_000306.PNG,positive-active,frame_000306.PNG,,3
frame_000307.PNG,positive-active,frame_000307.PNG,positive-active,frame_000307.PNG,,3
frame_000308.PNG,positive-active,frame_000308.PNG,positive-active,frame_000308.PNG,,3
frame_000309.PNG,positive-active,frame_000309.PNG,positive-active,frame_000309.PNG,,3
frame_000310.PNG,positive-active,frame_000310.PNG,positive-active,frame_000310.PNG,,3
frame_000311.PNG,positive-active,frame_000311.PNG,positive-active,frame_000311.PNG,,3
frame_000312.PNG,positive-active,frame_000312.PNG,positive-active,frame_000312.PNG,,3
frame_000313.PNG,positive-active,frame_000313.PNG,positive-active,frame_000313.PNG,,3
frame_000314.PNG,positive-active,frame_000314.PNG,positive-active,frame_000314.PNG,,3
frame_000315.PNG,positive-active,frame_000315.PNG,positive-active,frame_000315.PNG,,3
frame_000316.PNG,positive-active,frame_000316.PNG,positive-active,frame_000316.PNG,,3
frame_000317.PNG,positive-active,frame_000317.PNG,positive-active,frame_000317.PNG,,3
frame_000318.PNG,positive-active,frame_000318.PNG,positive-active,frame_000318.PNG,,3
frame_000319.PNG,positive-active,frame_000319.PNG,positive-active,frame_000319.PNG,,3
frame_000320.PNG,positive-active,frame_000320.PNG,positive-active,frame_000320.PNG,,3
frame_000321.PNG,positive-active,frame_000321.PNG,positive-active,frame_000321.PNG,,3
frame_000322.PNG,positive-active,frame_000322.PNG,positive-active,frame_000322.PNG,,3
frame_000323.PNG,positive-active,frame_000323.PNG,positive-active,frame_000323.PNG,,3
frame_000336.PNG,negative-deactive,frame_000336.PNG,negative-deactive,frame_000336.PNG,,3
frame_000337.PNG,negative-deactive,frame_000337.PNG,negative-deactive,frame_000337.PNG,,3
frame_000338.PNG,negative-deactive,frame_000338.PNG,negative-deactive,frame_000338.PNG,,3
frame_000339.PNG,negative-deactive,frame_000339.PNG,negative-deactive,frame_000339.PNG,,3
frame_000340.PNG,negative-deactive,frame_000340.PNG,positive-active,frame_000340.PNG,,3
frame_000341.PNG,negative-active,frame_000341.PNG,positive-active,frame_000341.PNG,,3
frame_000342.PNG,negative-active,frame_000342.PNG,positive-active,frame_000342.PNG,,3
frame_000343.PNG,negative-active,frame_000343.PNG,positive-active,frame_000343.PNG,,3
frame_000344.PNG,negative-active,frame_000344.PNG,positive-active,frame_000344.PNG,,3
frame_000345.PNG,negative-active,frame_000345.PNG,positive-active,frame_000345.PNG,,3
frame_000346.PNG,negative-active,frame_000346.PNG,positive-active,frame_000346.PNG,,3
frame_000347.PNG,negative-active,frame_000347.PNG,positive-active,frame_000347.PNG,,3
frame_000348.PNG,positive-active,frame_000348.PNG,positive-active,frame_000348.PNG,,3
frame_000349.PNG,positive-active,frame_000349.PNG,positive-active,frame_000349.PNG,,3
frame_000350.PNG,positive-active,frame_000350.PNG,positive-active,frame_000350.PNG,,3
frame_000351.PNG,positive-active,frame_000351.PNG,positive-active,frame_000351.PNG,,3
frame_000352.PNG,positive-active,frame_000352.PNG,positive-active,frame_000352.PNG,,3
frame_000353.PNG,positive-active,frame_000353.PNG,positive-active,frame_000353.PNG,,3
frame_000354.PNG,positive-active,frame_000354.PNG,positive-active,frame_000354.PNG,,3
frame_000355.PNG,positive-active,frame_000355.PNG,positive-active,frame_000355.PNG,,3
frame_000356.PNG,positive-active,frame_000356.PNG,positive-active,frame_000356.PNG,,3
frame_000357.PNG,positive-active,frame_000357.PNG,positive-active,frame_000357.PNG,,3
frame_000358.PNG,positive-deactive,frame_000358.PNG,positive-active,frame_000358.PNG,,3
frame_000359.PNG,positive-deactive,frame_000359.PNG,positive-active,frame_000359.PNG,,3
frame_000360.PNG,positive-deactive,frame_000360.PNG,positive-active,frame_000360.PNG,,3
frame_000361.PNG,positive-deactive,frame_000361.PNG,positive-active,frame_000361.PNG,,3
frame_000362.PNG,positive-deactive,frame_000362.PNG,positive-active,frame_000362.PNG,,3
frame_000363.PNG,positive-active,frame_000363.PNG,positive-active,frame_000363.PNG,,3
frame_000364.PNG,positive-active,frame_000364.PNG,positive-active,frame_000364.PNG,,3
frame_000365.PNG,positive-active,frame_000365.PNG,positive-active,frame_000365.PNG,,3
frame_000366.PNG,positive-active,frame_000366.PNG,positive-active,frame_000366.PNG,,3
frame_000367.PNG,positive-active,frame_000367.PNG,positive-active,frame_000367.PNG,,3
frame_000374.PNG,positive-active,frame_000374.PNG,positive-active,frame_000374.PNG,,3
frame_000375.PNG,positive-active,frame_000375.PNG,positive-active,frame_000375.PNG,,3
frame_000376.PNG,positive-active,frame_000376.PNG,positive-active,frame_000376.PNG,,3
frame_000377.PNG,positive-active,frame_000377.PNG,positive-active,frame_000377.PNG,,3
frame_000378.PNG,positive-active,frame_000378.PNG,positive-active,frame_000378.PNG,,3
frame_000379.PNG,positive-active,frame_000379.PNG,positive-active,frame_000379.PNG,,3
frame_000380.PNG,positive-active,frame_000380.PNG,positive-active,frame_000380.PNG,,3
frame_000381.PNG,positive-active,frame_000381.PNG,positive-active,frame_000381.PNG,,3
frame_000382.PNG,positive-active,frame_000382.PNG,positive-active,frame_000382.PNG,,3
frame_000383.PNG,positive-active,frame_000383.PNG,positive-active,frame_000383.PNG,,3
frame_000384.PNG,positive-active,frame_000384.PNG,positive-active,frame_000384.PNG,,3
frame_000385.PNG,positive-active,frame_000385.PNG,positive-active,frame_000385.PNG,,3
frame_000386.PNG,positive-active,frame_000386.PNG,positive-active,frame_000386.PNG,,3
frame_000387.PNG,positive-active,frame_000387.PNG,positive-active,frame_000387.PNG,,3
frame_000388.PNG,positive-active,frame_000388.PNG,positive-active,frame_000388.PNG,,3
frame_000389.PNG,positive-active,frame_000389.PNG,positive-active,frame_000389.PNG,,3
frame_000390.PNG,positive-active,frame_000390.PNG,positive-active,frame_000390.PNG,,3
frame_000391.PNG,positive-active,frame_000391.PNG,positive-active,frame_000391.PNG,,3
frame_000392.PNG,positive-active,frame_000392.PNG,positive-active,frame_000392.PNG,,3
frame_000393.PNG,positive-active,frame_000393.PNG,positive-active,frame_000393.PNG,,3
frame_000394.PNG,positive-active,frame_000394.PNG,positive-active,frame_000394.PNG,,3
frame_000395.PNG,positive-active,frame_000395.PNG,positive-active,frame_000395.PNG,,3
frame_000396.PNG,negative-active,frame_000396.PNG,positive-active,frame_000396.PNG,,3
frame_000397.PNG,negative-active,frame_000397.PNG,positive-active,frame_000397.PNG,,3
frame_000406.PNG,positive-deactive,frame_000406.PNG,negative-deactive,frame_000406.PNG,,3
frame_000407.PNG,positive-deactive,frame_000407.PNG,negative-deactive,frame_000407.PNG,,3
frame_000408.PNG,positive-deactive,frame_000408.PNG,negative-deactive,frame_000408.PNG,,3
frame_000409.PNG,positive-deactive,frame_000409.PNG,negative-deactive,frame_000409.PNG,,3
frame_000410.PNG,negative-active,frame_000410.PNG,negative-deactive,frame_000410.PNG,,3
frame_000411.PNG,negative-active,frame_000411.PNG,negative-deactive,frame_000411.PNG,,3
frame_000412.PNG,negative-active,frame_000412.PNG,negative-deactive,frame_000412.PNG,,3
frame_000413.PNG,negative-active,frame_000413.PNG,negative-deactive,frame_000413.PNG,,3
frame_000414.PNG,negative-active,frame_000414.PNG,negative-deactive,frame_000414.PNG,,3
frame_000415.PNG,negative-active,frame_000415.PNG,negative-deactive,frame_000415.PNG,,3
frame_000416.PNG,negative-active,frame_000416.PNG,negative-deactive,frame_000416.PNG,,3
