,data_team,psy_team
frame_000162.PNG,1,1
frame_000163.PNG,1,1
frame_000164.PNG,1,1
frame_000165.PNG,1,1
frame_000166.PNG,1,1
frame_000167.PNG,1,1
frame_000168.PNG,1,1
frame_000169.PNG,1,1
frame_000170.PNG,1,1
frame_000171.PNG,1,1
frame_000172.PNG,1,1
frame_000173.PNG,1,1
frame_000174.PNG,1,1
frame_000175.PNG,1,1
frame_000176.PNG,1,1
frame_000177.PNG,1,1
frame_000178.PNG,1,1
frame_000179.PNG,1,1
frame_000180.PNG,1,1
frame_000181.PNG,1,1
frame_000182.PNG,1,1
frame_000183.PNG,1,1
frame_000184.PNG,1,1
frame_000185.PNG,1,1
frame_000186.PNG,1,1
frame_000187.PNG,1,1
frame_000188.PNG,1,1
frame_000189.PNG,1,1
frame_000190.PNG,1,1
frame_000191.PNG,1,1
frame_000192.PNG,1,1
frame_000193.PNG,1,1
frame_000194.PNG,1,1
frame_000203.PNG,1,1
frame_000204.PNG,1,1
frame_000205.PNG,1,1
frame_000206.PNG,1,1
frame_000207.PNG,1,1
frame_000208.PNG,1,1
frame_000209.PNG,1,1
frame_000210.PNG,1,1
frame_000211.PNG,1,1
frame_000212.PNG,1,1
frame_000213.PNG,1,1
frame_000214.PNG,1,1
frame_000215.PNG,1,1
frame_000216.PNG,1,1
frame_000217.PNG,1,1
frame_000218.PNG,1,1
frame_000219.PNG,1,1
frame_000220.PNG,1,1
frame_000221.PNG,1,1
frame_000234.PNG,2,3
frame_000235.PNG,2,3
frame_000236.PNG,2,3
frame_000237.PNG,2,2
frame_000238.PNG,2,2
frame_000239.PNG,2,2
frame_000240.PNG,2,2
frame_000241.PNG,2,2
frame_000242.PNG,2,2
frame_000243.PNG,2,2
frame_000244.PNG,2,2
frame_000245.PNG,2,2
frame_000246.PNG,2,2
frame_000247.PNG,2,2
frame_000248.PNG,2,2
frame_000249.PNG,2,2
frame_000250.PNG,2,2
frame_000251.PNG,2,2
frame_000252.PNG,2,2
frame_000253.PNG,2,2
frame_000254.PNG,2,2
frame_000255.PNG,2,2
frame_000256.PNG,2,2
frame_000257.PNG,2,2
frame_000258.PNG,2,2
frame_000259.PNG,2,2
frame_000260.PNG,2,2
frame_000261.PNG,2,2
frame_000262.PNG,2,2
frame_000263.PNG,2,2
frame_000264.PNG,2,2
frame_000265.PNG,2,2
frame_000266.PNG,2,2
frame_000267.PNG,2,2
frame_000268.PNG,2,2
frame_000273.PNG,2,4
frame_000274.PNG,2,2
frame_000275.PNG,2,2
frame_000276.PNG,2,2
frame_000277.PNG,2,2
frame_000278.PNG,2,2
frame_000279.PNG,2,2
frame_000280.PNG,2,2
frame_000281.PNG,2,2
frame_000282.PNG,2,2
frame_000283.PNG,2,2
frame_000284.PNG,2,2
frame_000285.PNG,2,2
frame_000286.PNG,2,2
frame_000287.PNG,2,2
frame_000288.PNG,2,2
frame_000289.PNG,2,2
frame_000290.PNG,2,2
frame_000291.PNG,2,2
frame_000292.PNG,2,2
frame_000293.PNG,2,2
frame_000294.PNG,2,2
frame_000295.PNG,2,2
frame_000296.PNG,2,2
frame_000297.PNG,2,2
frame_000298.PNG,2,2
frame_000305.PNG,2,3
frame_000306.PNG,2,3
frame_000307.PNG,2,3
frame_000308.PNG,2,3
frame_000309.PNG,2,3
frame_000310.PNG,2,3
frame_000311.PNG,2,3
frame_000312.PNG,2,3
frame_000313.PNG,2,3
frame_000314.PNG,2,3
frame_000315.PNG,2,3
frame_000316.PNG,2,2
frame_000317.PNG,2,2
frame_000318.PNG,2,3
frame_000319.PNG,2,3
frame_000320.PNG,2,3
frame_000321.PNG,2,3
frame_000322.PNG,2,3
frame_000323.PNG,2,3
frame_000324.PNG,2,3
frame_000325.PNG,2,3
frame_000326.PNG,2,3
frame_000327.PNG,2,3
frame_000328.PNG,2,3
frame_000329.PNG,2,3
frame_000330.PNG,2,3
frame_000331.PNG,2,3
frame_000332.PNG,2,3
frame_000333.PNG,2,3
frame_000334.PNG,2,3
frame_000335.PNG,2,3
frame_000336.PNG,2,3
frame_000337.PNG,2,3
frame_000338.PNG,2,3
frame_000339.PNG,2,3
frame_000340.PNG,2,3
frame_000341.PNG,2,3
frame_000342.PNG,2,3
frame_000343.PNG,2,3
frame_000344.PNG,2,3
frame_000345.PNG,1,1
frame_000346.PNG,1,1
frame_000347.PNG,1,1
frame_000348.PNG,1,1
frame_000349.PNG,1,1
frame_000350.PNG,1,1
frame_000351.PNG,1,1
frame_000352.PNG,1,1
frame_000353.PNG,1,1
frame_000354.PNG,1,1
frame_000355.PNG,1,1
frame_000356.PNG,1,1
frame_000357.PNG,1,1
frame_000358.PNG,1,1
frame_000359.PNG,1,1
frame_000360.PNG,1,1
frame_000361.PNG,1,1
frame_000362.PNG,1,1
frame_000363.PNG,1,1
frame_000364.PNG,1,1
frame_000365.PNG,1,1
frame_000366.PNG,1,1
frame_000367.PNG,1,1
frame_000368.PNG,1,1
frame_000369.PNG,1,1
frame_000370.PNG,1,1
frame_000371.PNG,1,1
frame_000372.PNG,1,1
frame_000373.PNG,1,1
frame_000374.PNG,1,1
frame_000375.PNG,1,1
frame_000376.PNG,1,1
frame_000377.PNG,1,1
frame_000378.PNG,1,1
frame_000379.PNG,1,1
frame_000380.PNG,1,1
frame_000381.PNG,1,1
frame_000382.PNG,1,1
frame_000383.PNG,1,1
frame_000384.PNG,1,1
frame_000385.PNG,1,1
frame_000386.PNG,1,1
frame_000387.PNG,1,1
frame_000388.PNG,1,1
frame_000389.PNG,1,1
frame_000390.PNG,1,1
frame_000391.PNG,1,1
frame_000392.PNG,1,1
frame_000393.PNG,1,1
frame_000394.PNG,1,1
frame_000395.PNG,1,1
frame_000396.PNG,1,1
frame_000397.PNG,1,1
frame_000398.PNG,1,1
frame_000399.PNG,1,1
frame_000400.PNG,1,1
frame_000401.PNG,1,1
frame_000402.PNG,1,1
frame_000403.PNG,1,1
frame_000404.PNG,1,1
frame_000405.PNG,1,1
frame_000406.PNG,1,1
frame_000407.PNG,1,1
frame_000408.PNG,1,1
frame_000409.PNG,1,1
frame_000410.PNG,1,1
frame_000411.PNG,1,1
frame_000412.PNG,1,1
frame_000413.PNG,1,1
frame_000414.PNG,1,1
frame_000415.PNG,1,1
frame_000416.PNG,1,1
frame_000417.PNG,1,1
frame_000418.PNG,1,1
frame_000419.PNG,1,1
frame_000420.PNG,1,1
frame_000421.PNG,1,1
frame_000422.PNG,1,1
frame_000423.PNG,1,1
frame_000424.PNG,1,1
frame_000425.PNG,1,1
frame_000426.PNG,1,1
frame_000427.PNG,1,1
frame_000428.PNG,1,1
frame_000429.PNG,1,1
frame_000430.PNG,1,1
frame_000431.PNG,1,1
frame_000432.PNG,1,1
frame_000433.PNG,1,1
frame_000434.PNG,1,1
frame_000435.PNG,1,1
frame_000445.PNG,1,1
frame_000446.PNG,1,1
frame_000447.PNG,1,1
frame_000448.PNG,1,1
frame_000449.PNG,1,1
frame_000451.PNG,1,1
frame_000452.PNG,1,1
frame_000453.PNG,1,1
frame_000454.PNG,1,1
frame_000455.PNG,1,1
frame_000456.PNG,1,1
frame_000457.PNG,1,1
frame_000458.PNG,1,1
frame_000459.PNG,1,1
frame_000460.PNG,1,1
frame_000461.PNG,1,1
frame_000462.PNG,1,1
frame_000463.PNG,1,1
frame_000464.PNG,1,1
frame_000465.PNG,1,1
frame_000466.PNG,1,1
frame_000467.PNG,1,1
frame_000468.PNG,1,1
frame_000469.PNG,1,1
frame_000470.PNG,1,1
frame_000471.PNG,1,1
frame_000472.PNG,1,1
frame_000473.PNG,1,1
frame_000474.PNG,1,1
frame_000475.PNG,1,1
frame_000476.PNG,1,1
frame_000477.PNG,1,1
frame_000478.PNG,1,1
frame_000479.PNG,1,1
frame_000480.PNG,1,1
frame_000481.PNG,1,1
frame_000482.PNG,1,1
frame_000483.PNG,1,1
frame_000484.PNG,1,1
frame_000485.PNG,1,1
frame_000486.PNG,1,1
frame_000487.PNG,1,1
frame_000488.PNG,1,1
frame_000489.PNG,1,1
frame_000490.PNG,1,1
frame_000491.PNG,1,1
frame_000492.PNG,1,1
frame_000493.PNG,1,1
frame_000494.PNG,1,1
frame_000495.PNG,1,1
frame_000496.PNG,1,1
frame_000497.PNG,1,1
frame_000498.PNG,1,1
frame_000499.PNG,1,1
frame_000500.PNG,1,1
frame_000501.PNG,1,1
frame_000502.PNG,1,1
frame_000503.PNG,1,1
frame_000504.PNG,1,1
frame_000505.PNG,1,1
frame_000506.PNG,1,1
frame_000507.PNG,1,1
frame_000508.PNG,1,1
frame_000509.PNG,1,1
frame_000510.PNG,1,1
frame_000519.PNG,1,1
frame_000520.PNG,1,1
frame_000521.PNG,1,1
frame_000522.PNG,1,1
frame_000523.PNG,1,1
frame_000524.PNG,1,1
frame_000525.PNG,1,1
frame_000526.PNG,1,1
frame_000527.PNG,1,1
frame_000528.PNG,1,1
frame_000529.PNG,1,1
frame_000530.PNG,1,1
frame_000531.PNG,1,1
frame_000532.PNG,1,1
frame_000533.PNG,1,1
frame_000534.PNG,1,1
frame_000535.PNG,1,1
frame_000536.PNG,1,1
frame_000537.PNG,1,1
frame_000538.PNG,1,1
frame_000545.PNG,1,1
frame_000546.PNG,1,1
frame_000547.PNG,1,1
frame_000548.PNG,1,1
frame_000549.PNG,1,1
frame_000550.PNG,1,1
frame_000551.PNG,1,1
frame_000552.PNG,1,1
frame_000553.PNG,1,1
frame_000554.PNG,1,1
frame_000555.PNG,1,1
frame_000556.PNG,1,1
frame_000557.PNG,1,1
frame_000558.PNG,1,1
frame_000559.PNG,1,1
frame_000560.PNG,1,1
frame_000561.PNG,1,1
frame_000562.PNG,1,1
frame_000563.PNG,1,1
frame_000564.PNG,1,1
frame_000565.PNG,1,1
frame_000566.PNG,1,1
frame_000567.PNG,1,1
frame_000568.PNG,1,1
frame_000569.PNG,1,1
frame_000570.PNG,1,1
frame_000571.PNG,1,1
frame_000572.PNG,1,1
frame_000573.PNG,1,1
frame_000574.PNG,1,1
frame_000575.PNG,1,1
frame_000576.PNG,1,1
frame_000577.PNG,1,1
frame_000578.PNG,1,1
frame_000579.PNG,1,1
frame_000580.PNG,1,1
frame_000581.PNG,1,1
frame_000582.PNG,1,1
frame_000583.PNG,1,1
frame_000584.PNG,1,1
frame_000585.PNG,1,1
frame_000586.PNG,1,1
frame_000587.PNG,1,1
frame_000588.PNG,1,1
frame_000589.PNG,1,1
frame_000590.PNG,1,1
frame_000591.PNG,1,1
frame_000592.PNG,1,1
frame_000593.PNG,1,1
frame_000594.PNG,1,1
frame_000595.PNG,1,1
frame_000596.PNG,1,1
frame_000597.PNG,1,1
frame_000598.PNG,1,1
frame_000599.PNG,1,1
frame_000600.PNG,1,1
frame_000601.PNG,1,1
frame_000602.PNG,1,1
frame_000603.PNG,1,1
frame_000607.PNG,1,1
frame_000608.PNG,1,1
frame_000609.PNG,1,1
frame_000610.PNG,1,1
frame_000611.PNG,1,1
frame_000612.PNG,1,1
frame_000613.PNG,1,1
frame_000614.PNG,1,1
frame_000615.PNG,1,1
frame_000616.PNG,1,1
frame_000617.PNG,1,1
frame_000622.PNG,1,1
frame_000623.PNG,1,1
frame_000628.PNG,1,1
frame_000629.PNG,1,1
frame_000630.PNG,1,1
frame_000632.PNG,1,1
frame_000633.PNG,1,1
frame_000634.PNG,1,1
frame_000635.PNG,1,1
frame_000636.PNG,1,1
frame_000637.PNG,1,1
frame_000638.PNG,1,1
frame_000639.PNG,1,1
frame_000640.PNG,1,1
frame_000641.PNG,1,1
frame_000642.PNG,1,1
frame_000643.PNG,1,1
frame_000644.PNG,1,1
frame_000645.PNG,1,1
frame_000646.PNG,1,1
frame_000647.PNG,1,1
frame_000648.PNG,1,1
frame_000649.PNG,1,1
frame_000650.PNG,1,1
frame_000651.PNG,1,1
frame_000652.PNG,1,1
frame_000653.PNG,1,1
frame_000654.PNG,1,1
frame_000655.PNG,1,1
frame_000656.PNG,1,1
frame_000657.PNG,1,1
frame_000658.PNG,1,1
frame_000659.PNG,1,1
frame_000660.PNG,1,1
frame_000661.PNG,1,1
frame_000662.PNG,1,1
frame_000663.PNG,1,1
frame_000664.PNG,1,1
frame_000665.PNG,1,1
frame_000666.PNG,1,1
frame_000667.PNG,1,1
frame_000668.PNG,1,1
frame_000669.PNG,1,1
frame_000670.PNG,1,1
frame_000671.PNG,1,1
frame_000672.PNG,1,1
frame_000673.PNG,1,1
frame_000674.PNG,1,1
frame_000675.PNG,1,1
frame_000676.PNG,1,1
frame_000677.PNG,1,1
frame_000678.PNG,1,1
frame_000679.PNG,1,1
frame_000680.PNG,1,1
frame_000681.PNG,1,3
frame_000682.PNG,1,3
frame_000683.PNG,1,3
frame_000684.PNG,1,3
frame_000685.PNG,1,3
frame_000686.PNG,1,3
frame_000687.PNG,1,3
frame_000696.PNG,1,1
frame_000697.PNG,1,1
frame_000698.PNG,1,1
frame_000699.PNG,1,1
frame_000700.PNG,1,3
frame_000701.PNG,1,3
frame_000702.PNG,1,3
frame_000703.PNG,1,3
frame_000704.PNG,1,3
frame_000705.PNG,1,3
frame_000706.PNG,1,3
frame_000707.PNG,1,3
frame_000708.PNG,1,3
frame_000709.PNG,1,3
frame_000710.PNG,1,3
frame_000711.PNG,1,3
frame_000712.PNG,1,3
frame_000713.PNG,1,3
frame_000714.PNG,1,3
frame_000715.PNG,1,3
frame_000716.PNG,1,3
frame_000717.PNG,1,3
frame_000718.PNG,1,3
frame_000719.PNG,1,3
frame_000720.PNG,1,3
frame_000721.PNG,1,3
frame_000722.PNG,1,3
frame_000723.PNG,1,3
frame_000724.PNG,1,3
frame_000725.PNG,1,3
frame_000726.PNG,1,3
frame_000727.PNG,1,3
frame_000728.PNG,1,3
frame_000729.PNG,1,3
frame_000730.PNG,1,3
frame_000731.PNG,1,3
frame_000732.PNG,1,3
frame_000733.PNG,1,3
frame_000734.PNG,1,3
frame_000735.PNG,1,3
frame_000736.PNG,1,3
frame_000737.PNG,1,3
frame_000738.PNG,1,3
frame_000739.PNG,1,3
frame_000740.PNG,1,3
frame_000741.PNG,1,3
frame_000742.PNG,1,3
frame_000743.PNG,1,3
frame_000744.PNG,1,3
frame_000745.PNG,1,3
frame_000746.PNG,1,3
frame_000747.PNG,1,3
frame_000748.PNG,1,3
frame_000749.PNG,1,3
frame_000750.PNG,1,3
frame_000751.PNG,1,3
frame_000752.PNG,1,3
frame_000753.PNG,1,3
frame_000754.PNG,1,3
frame_000755.PNG,1,3
frame_000756.PNG,1,3
frame_000757.PNG,1,3
frame_000758.PNG,1,3
frame_000759.PNG,1,3
frame_000760.PNG,1,3
frame_000761.PNG,1,3
frame_000762.PNG,1,3
frame_000763.PNG,1,3
frame_000764.PNG,1,3
frame_000767.PNG,1,3
frame_000768.PNG,1,3
frame_000769.PNG,1,3
frame_000770.PNG,1,3
frame_000771.PNG,1,3
frame_000772.PNG,1,3
frame_000773.PNG,1,3
frame_000774.PNG,1,3
frame_000775.PNG,1,3
frame_000776.PNG,1,3
frame_000777.PNG,1,3
frame_000778.PNG,1,3
frame_000779.PNG,1,3
frame_000780.PNG,1,3
frame_000785.PNG,1,3
frame_000786.PNG,1,3
frame_000787.PNG,1,3
frame_000788.PNG,1,3
frame_000789.PNG,1,3
frame_000790.PNG,1,3
frame_000791.PNG,1,3
frame_000792.PNG,1,3
frame_000793.PNG,1,3
frame_000794.PNG,1,3
frame_000795.PNG,1,3
frame_000796.PNG,1,3
frame_000797.PNG,1,3
frame_000798.PNG,1,3
frame_000799.PNG,1,3
frame_000800.PNG,1,3
frame_000801.PNG,1,3
frame_000802.PNG,1,3
frame_000803.PNG,1,3
frame_000804.PNG,1,3
frame_000805.PNG,1,3
frame_000806.PNG,1,3
frame_000807.PNG,1,3
frame_000808.PNG,1,3
frame_000809.PNG,1,3
frame_000810.PNG,1,3
frame_000811.PNG,1,3
frame_000812.PNG,1,3
frame_000813.PNG,1,3
frame_000814.PNG,1,3
frame_000815.PNG,1,3
frame_000816.PNG,1,3
frame_000817.PNG,1,3
frame_000818.PNG,1,3
frame_000819.PNG,1,3
frame_000820.PNG,1,3
frame_000821.PNG,1,3
frame_000822.PNG,1,3
frame_000823.PNG,1,3
frame_000824.PNG,1,3
frame_000825.PNG,1,3
frame_000826.PNG,1,3
frame_000827.PNG,1,3
frame_000828.PNG,1,3
frame_000829.PNG,1,3
frame_000830.PNG,1,3
frame_000831.PNG,1,3
frame_000832.PNG,1,3
frame_000833.PNG,1,3
frame_000834.PNG,1,3
frame_000835.PNG,1,3
frame_000836.PNG,1,3
frame_000837.PNG,1,3
frame_000838.PNG,1,3
frame_000839.PNG,1,3
frame_000840.PNG,1,3
frame_000841.PNG,1,3
frame_000842.PNG,1,3
frame_000843.PNG,1,3
frame_000844.PNG,1,3
frame_000845.PNG,1,3
frame_000846.PNG,1,3
frame_000847.PNG,1,3
frame_000848.PNG,1,3
frame_000849.PNG,1,3
frame_000850.PNG,1,3
frame_000851.PNG,1,3
frame_000852.PNG,1,3
frame_000853.PNG,1,3
frame_000854.PNG,1,3
frame_000855.PNG,1,3
frame_000856.PNG,1,3
frame_000857.PNG,1,3
frame_000858.PNG,1,3
frame_000859.PNG,1,3
frame_000860.PNG,1,3
frame_000861.PNG,1,3
frame_000862.PNG,1,3
frame_000863.PNG,1,3
frame_000864.PNG,1,3
frame_000865.PNG,1,3
frame_000866.PNG,1,3
frame_000867.PNG,1,3
frame_000868.PNG,3,3
frame_000869.PNG,3,3
frame_000870.PNG,1,3
frame_000871.PNG,1,3
frame_000872.PNG,1,3
frame_000873.PNG,1,3
frame_000874.PNG,1,3
frame_000875.PNG,3,3
frame_000876.PNG,3,3
frame_000877.PNG,3,3
frame_000878.PNG,3,3
frame_000879.PNG,3,3
frame_000880.PNG,3,3
frame_000881.PNG,3,3
frame_000882.PNG,3,3
frame_000883.PNG,3,3
frame_000884.PNG,3,3
frame_000885.PNG,3,3
frame_000886.PNG,3,3
frame_000887.PNG,3,3
frame_000888.PNG,3,3
frame_000889.PNG,3,3
frame_000890.PNG,3,3
frame_000891.PNG,3,3
frame_000892.PNG,3,3
frame_000893.PNG,3,3
frame_000894.PNG,1,3
frame_000895.PNG,1,3
frame_000896.PNG,1,3
frame_000897.PNG,1,3
frame_000898.PNG,1,3
frame_000899.PNG,1,3
frame_000900.PNG,1,3
frame_000901.PNG,1,3
frame_000902.PNG,1,3
frame_000903.PNG,1,3
frame_000904.PNG,1,3
frame_000905.PNG,1,3
frame_000906.PNG,1,3
frame_000907.PNG,1,3
frame_000908.PNG,1,3
frame_000909.PNG,1,3
frame_000910.PNG,1,3
frame_000922.PNG,3,3
frame_000923.PNG,3,3
frame_000924.PNG,3,3
frame_000925.PNG,3,3
frame_000926.PNG,2,3
frame_000927.PNG,2,3
frame_000928.PNG,2,3
frame_000929.PNG,2,3
frame_000930.PNG,2,3
frame_000931.PNG,2,3
frame_000932.PNG,2,3
frame_000933.PNG,2,3
frame_000934.PNG,2,3
frame_000935.PNG,2,3
frame_000936.PNG,2,3
frame_000937.PNG,2,3
frame_000938.PNG,2,3
frame_000939.PNG,2,3
frame_000940.PNG,2,3
frame_000941.PNG,3,3
frame_000942.PNG,1,3
frame_000943.PNG,1,3
frame_000944.PNG,1,3
frame_000945.PNG,1,3
frame_000946.PNG,1,3
frame_000947.PNG,1,3
frame_000948.PNG,1,3
frame_000949.PNG,1,3
frame_000950.PNG,1,3
frame_000951.PNG,1,3
frame_000952.PNG,1,3
frame_000953.PNG,3,3
frame_000954.PNG,3,3
frame_000955.PNG,3,3
frame_000956.PNG,3,3
frame_000957.PNG,3,3
frame_000958.PNG,3,3
frame_000959.PNG,3,3
frame_000960.PNG,3,3
frame_000961.PNG,1,3
frame_000962.PNG,1,3
frame_000963.PNG,1,3
frame_000964.PNG,1,3
frame_000965.PNG,1,1
frame_000966.PNG,1,1
frame_000967.PNG,1,1
frame_000968.PNG,1,1
frame_000969.PNG,1,1
frame_000970.PNG,1,1
frame_000971.PNG,1,1
frame_000972.PNG,1,1
frame_000973.PNG,1,1
frame_000974.PNG,1,1
frame_000975.PNG,1,1
frame_000976.PNG,1,1
frame_000977.PNG,1,1
frame_000978.PNG,1,1
frame_000979.PNG,1,1
frame_000980.PNG,1,1
frame_000981.PNG,1,1
frame_000982.PNG,1,1
frame_000983.PNG,1,1
frame_000984.PNG,1,1
frame_000985.PNG,1,1
frame_000986.PNG,1,1
frame_000987.PNG,1,1
frame_000988.PNG,1,1
frame_000989.PNG,1,1
frame_000990.PNG,1,1
frame_000991.PNG,1,1
frame_000992.PNG,1,1
frame_000993.PNG,3,1
frame_000994.PNG,3,1
frame_000995.PNG,3,3
frame_000996.PNG,3,3
frame_000997.PNG,3,3
frame_000998.PNG,3,3
frame_000999.PNG,3,3
frame_001000.PNG,3,3
frame_001001.PNG,3,3
frame_001002.PNG,3,3
frame_001003.PNG,3,3
frame_001004.PNG,3,3
frame_001005.PNG,3,3
frame_001006.PNG,3,3
frame_001007.PNG,3,3
frame_001008.PNG,3,3
frame_001009.PNG,3,3
frame_001010.PNG,3,3
frame_001011.PNG,3,3
frame_001012.PNG,3,3
frame_001013.PNG,3,3
frame_001014.PNG,3,3
frame_001015.PNG,3,3
frame_001016.PNG,3,3
frame_001017.PNG,3,3
frame_001018.PNG,3,3
frame_001019.PNG,3,3
frame_001020.PNG,3,3
frame_001021.PNG,3,3
frame_001022.PNG,3,3
frame_001023.PNG,3,3
frame_001024.PNG,3,3
frame_001025.PNG,3,3
frame_001026.PNG,3,3
frame_001027.PNG,3,3
frame_001028.PNG,3,3
frame_001029.PNG,3,3
frame_001030.PNG,3,3
frame_001031.PNG,3,3
frame_001032.PNG,3,3
frame_001033.PNG,3,3
frame_001034.PNG,3,3
frame_001035.PNG,0,3
frame_001036.PNG,0,3
frame_001037.PNG,2,3
frame_001038.PNG,2,3
frame_001039.PNG,3,3
frame_001040.PNG,3,3
frame_001041.PNG,3,3
frame_001042.PNG,3,3
frame_001053.PNG,2,3
frame_001054.PNG,2,3
frame_001055.PNG,2,3
frame_001056.PNG,2,3
frame_001057.PNG,2,3
frame_001058.PNG,2,3
frame_001059.PNG,2,3
frame_001068.PNG,2,3
frame_001069.PNG,2,3
frame_001070.PNG,2,3
frame_001071.PNG,2,3
frame_001072.PNG,2,3
frame_001073.PNG,2,3
frame_001074.PNG,2,3
frame_001075.PNG,2,3
frame_001076.PNG,2,3
frame_001091.PNG,2,4
frame_001092.PNG,2,3
frame_001093.PNG,2,3
frame_001094.PNG,2,3
frame_001095.PNG,2,3
frame_001096.PNG,2,3
frame_001097.PNG,2,3
frame_001104.PNG,3,3
frame_001105.PNG,3,3
frame_001106.PNG,3,3
frame_001107.PNG,3,3
frame_001108.PNG,3,3
frame_001109.PNG,3,3
frame_001110.PNG,3,3
frame_001111.PNG,3,3
frame_001112.PNG,3,3
frame_001113.PNG,3,3
frame_001114.PNG,3,3
frame_001115.PNG,3,3
frame_001116.PNG,3,3
frame_001117.PNG,3,3
frame_001118.PNG,3,3
frame_001119.PNG,3,3
frame_001120.PNG,3,3
frame_001121.PNG,3,3
frame_001127.PNG,0,3
frame_001128.PNG,0,3
frame_001129.PNG,0,3
frame_001130.PNG,0,3
frame_001131.PNG,0,3
frame_001132.PNG,0,3
frame_001133.PNG,0,3
frame_001134.PNG,0,3
frame_001135.PNG,0,3
frame_001136.PNG,0,3
frame_001145.PNG,3,3
frame_001146.PNG,3,1
frame_001147.PNG,3,1
frame_001148.PNG,3,1
frame_001149.PNG,3,1
frame_001150.PNG,3,1
frame_001151.PNG,3,1
frame_001152.PNG,3,1
frame_001153.PNG,3,1
frame_001154.PNG,3,1
frame_001155.PNG,3,1
frame_001156.PNG,3,1
frame_001163.PNG,3,1
frame_001164.PNG,3,1
frame_001165.PNG,3,1
frame_001166.PNG,3,1
frame_001167.PNG,3,1
frame_001168.PNG,3,1
frame_001169.PNG,3,1
frame_001170.PNG,3,1
frame_001171.PNG,3,1
frame_001172.PNG,3,1
frame_001175.PNG,3,1
frame_001176.PNG,3,1
frame_001177.PNG,3,1
frame_001178.PNG,3,1
frame_001179.PNG,3,1
frame_001180.PNG,3,1
frame_001181.PNG,3,1
frame_001182.PNG,3,1
frame_001183.PNG,3,1
frame_001184.PNG,3,1
frame_001185.PNG,3,1
