video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face10_02,6.13,6.17,relax,373,377,11178,11298
face10_02,6.18,6.22,neutral,378,382,11328,11448
face10_02,6.23,6.28,stress,383,388,11478,11628
face10_02,6.29,6.41,stress,389,401,11658,12017
face10_02,6.42,6.43,happy,402,403,12047,12077
face10_02,6.44,6.52,stress,404,412,12107,12347
face10_02,6.53,6.54,happy,413,414,12377,12407
face10_02,6.55,7.19,happy,415,439,12437,13156
face10_02,7.02,7.29,neutral,422,449,12647,13456
face10_02,7.35,7.38,neutral,455,458,13636,13726
face10_02,7.39,7.42,happy,459,462,13756,13846
face10_02,7.43,7.54,neutral,463,474,13876,14205
face10_02,7.55,7.59,stress,475,479,14235,14355
face10_02,8,8.02,relax,480,482,14385,14445
face10_02,8.03,8.07,angry,483,487,14475,14595
face10_02,8.08,8.11,angry,488,491,14625,14715
face10_02,8.11,8.15,neutral,491,495,14715,14835
face10_02,8.02,8.26,angry,482,506,14445,15164
face10_02,8.27,8.31,angry,507,511,15194,15314
face10_02,8.31,8.38,neutral,511,518,15314,15524
face10_02,8.39,8.52,angry,519,532,15554,15944
face10_02,8.53,9.12,angry,533,552,15974,16543
face10_02,9.13,9.14,happy,553,554,16573,16603
face10_02,9.15,9.22,angry,555,562,16633,16843
face10_02,9.23,9.24,happy,563,564,16873,16903
face10_02,9.25,9.28,happy,565,568,16933,17022
face10_02,9.29,9.36,angry,569,576,17052,17262
face10_02,9.37,9.42,happy,577,582,17292,17442
face10_02,9.42,9.44,happy,582,584,17442,17502
face10_02,9.54,10.09,angry,594,609,17802,18251
face10_02,10.01,10.11,happy,601,611,18011,18311
face10_02,10.12,10.15,relax,612,615,18341,18431
face10_02,10.16,10.17,happy,616,617,18461,18491
face10_02,10.18,10.19,angry,618,619,18521,18551
face10_02,10.02,10.28,stress,602,628,18041,18821
face10_02,10.29,10.31,happy,629,631,18851,18911
face10_02,10.32,10.41,relax,632,641,18941,19210
face10_02,10.42,10.45,neutral,642,645,19240,19330
face10_02,10.55,11.02,angry,655,662,19630,19840
face10_02,11.06,11.09,angry,666,669,19960,20049
face10_02,11.01,11.12,relax,661,672,19810,20139
face10_02,11.13,11.14,happy,673,674,20169,20199
face10_02,11.15,11.25,stress,675,685,20229,20529
face10_02,11.26,11.36,happy,686,696,20559,20859
face10_02,11.37,11.44,neutral,697,704,20889,21098
face10_02,11.45,11.48,sad,705,708,21128,21218
face10_02,11.49,11.59,stress,709,719,21248,21548
face10_02,12.13,12.15,happy,733,735,21968,22027
