video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face6_01,4.17,4.18,happy,257,258,6425,6450
face6_01,4.19,4.21,neutral,259,261,6475,6525
face6_01,4.21,4.22,happy,261,262,6525,6550
face6_01,4.23,4.24,angry,263,264,6575,6600
face6_01,4.25,4.27,happy,265,267,6625,6675
face6_01,4.31,4.34,neutral,271,274,6775,6850
face6_01,4.38,4.45,neutral,278,285,6950,7125
face6_01,4.48,5,neutral,288,300,7200,7500
face6_01,5.01,5.02,happy,301,302,7525,7550
face6_01,5.03,5.07,angry,303,307,7575,7675
face6_01,5.08,5.09,happy,308,309,7700,7725
face6_01,5.13,5.16,happy,313,316,7825,7900
face6_01,5.17,5.22,neutral,317,322,7925,8050
face6_01,5.23,5.24,relax,323,324,8075,8100
face6_01,5.25,5.27,angry,325,327,8125,8175
face6_01,5.28,5.29,relax,328,329,8200,8225
face6_01,5.29,5.31,angry,329,331,8225,8275
face6_01,5.31,5.33,happy,331,333,8275,8325
face6_01,5.33,5.36,neutral,333,336,8325,8400
face6_01,5.37,5.41,angry,337,341,8425,8525
face6_01,5.41,5.42,angry,341,342,8525,8550
face6_01,5.43,5.44,angry,343,344,8575,8600
face6_01,5.45,5.53,angry,345,353,8625,8825
face6_01,5.45,5.46,angry,345,346,8625,8650
face6_01,5.56,6.02,neutral,356,362,8900,9050
face6_01,6.03,6.06,happy,363,366,9075,9150
face6_01,6.07,6.12,neutral,367,372,9175,9300
face6_01,6.13,6.15,angry,373,375,9325,9375
face6_01,6.16,6.17,angry,376,377,9400,9425
face6_01,6.18,6.21,angry,378,381,9450,9525
face6_01,6.21,6.31,neutral,381,391,9525,9775
face6_01,6.31,6.32,happy,391,392,9775,9800
face6_01,6.46,6.48,angry,406,408,10150,10200
face6_01,6.49,6.51,happy,409,411,10225,10275
face6_01,6.51,6.52,relax,411,412,10275,10300
face6_01,6.53,6.54,happy,413,414,10325,10350
face6_01,6.57,6.58,happy,417,418,10425,10450
face6_01,6.59,7.02,relax,419,422,10475,10550
face6_01,7.03,7.04,neutral,423,424,10575,10600
face6_01,7.05,7.09,happy,425,429,10625,10725
face6_01,7.01,7.16,neutral,421,436,10525,10900
face6_01,7.17,7.21,relax,437,441,10925,11025
face6_01,7.22,7.44,neutral,442,464,11050,11600
face6_01,7.45,7.51,relax,465,471,11625,11775
face6_01,7.51,7.55,neutral,471,475,11775,11875
face6_01,8.01,8.02,happy,481,482,12025,12050
face6_01,8.03,8.07,angry,483,487,12075,12175
face6_01,8.08,8.11,neutral,488,491,12200,12275
face6_01,8.17,8.33,neutral,497,513,12425,12825
face6_01,8.34,8.36,sad,514,516,12850,12900
face6_01,8.37,8.41,happy,517,521,12925,13025
face6_01,8.42,8.43,neutral,522,523,13050,13075
face6_01,8.44,8.55,neutral,524,535,13100,13375
face6_01,8.56,8.57,neutral,536,537,13400,13425
face6_01,8.58,9.11,neutral,538,551,13450,13775
face6_01,9.12,9.22,happy,552,562,13800,14050
face6_01,9.25,9.26,relax,565,566,14125,14150
face6_01,9.27,9.39,neutral,567,579,14175,14475
face6_01,9.04,9.44,happy,544,584,13600,14600
face6_01,9.48,9.49,happy,588,589,14700,14725
