,video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
38,face6_02,3.03,3.31,neutral,183.0,211.0,4575,5275
39,face6_02,3.32,3.35,angry,212.0,215.0,5300,5375
40,face6_02,3.36,3.37,relax,216.0,217.0,5400,5425
41,face6_02,3.37,3.39,neutral,217.0,219.0,5425,5475
42,face6_02,3.04,3.47,relax,184.0,227.0,4600,5675
43,face6_02,3.48,3.51,relax,228.0,231.0,5700,5775
44,face6_02,3.51,3.55,sad,231.0,235.0,5775,5875
45,face6_02,3.58,4.01,relax,238.0,241.0,5950,6025
46,face6_02,4.11,4.16,happy,251.0,256.0,6275,6400
47,face6_02,4.18,4.21,angry,258.0,261.0,6450,6525
48,face6_02,4.22,4.24,angry,262.0,264.0,6550,6600
49,face6_02,4.25,4.26,neutral,265.0,266.0,6625,6650
50,face6_02,4.26,4.32,sad,266.0,272.0,6650,6800
51,face6_02,4.33,4.34,happy,273.0,274.0,6825,6850
52,face6_02,4.34,4.37,happy,274.0,277.0,6850,6925
53,face6_02,4.38,4.43,happy,278.0,283.0,6950,7075
54,face6_02,4.44,4.51,neutral,284.0,291.0,7100,7275
55,face6_02,4.52,4.53,angry,292.0,293.0,7300,7325
56,face6_02,4.54,4.55,angry,294.0,295.0,7350,7375
57,face6_02,4.56,4.57,neutral,296.0,297.0,7400,7425
58,face6_02,4.57,5.03,neutral,297.0,303.0,7425,7575
59,face6_02,5.04,5.06,relax,304.0,306.0,7600,7650
60,face6_02,5.07,5.12,angry,307.0,312.0,7675,7800
61,face6_02,5.13,5.21,relax,313.0,321.0,7825,8025
62,face6_02,5.24,5.26,neutral,324.0,326.0,8100,8150
63,face6_02,5.27,5.31,happy,327.0,331.0,8175,8275
64,face6_02,5.32,5.35,angry,332.0,335.0,8300,8375
65,face6_02,5.36,5.38,neutral,336.0,338.0,8400,8450
66,face6_02,5.39,5.42,angry,339.0,342.0,8475,8550
67,face6_02,5.43,5.48,relax,343.0,348.0,8575,8700
68,face6_02,5.49,5.52,angry,349.0,352.0,8725,8800
69,face6_02,5.53,5.54,angry,353.0,354.0,8825,8850
70,face6_02,5.54,5.55,neutral,354.0,355.0,8850,8875
71,face6_02,5.55,5.58,relax,355.0,358.0,8875,8950
72,face6_02,5.59,6.02,neutral,359.0,362.0,8975,9050
73,face6_02,6.03,6.07,happy,363.0,367.0,9075,9175
74,face6_02,6.07,6.08,happy,367.0,368.0,9175,9200
75,face6_02,6.14,6.17,angry,374.0,377.0,9350,9425
76,face6_02,6.18,6.28,sad,378.0,388.0,9450,9700
77,face6_02,6.29,6.33,neutral,389.0,393.0,9725,9825
78,face6_02,6.34,6.41,neutral,394.0,401.0,9850,10025
79,face6_02,6.42,6.44,neutral,402.0,404.0,10050,10100
80,face6_02,6.45,6.47,angry,405.0,407.0,10125,10175
81,face6_02,6.48,6.51,happy,408.0,411.0,10200,10275
82,face6_02,6.51,6.53,happy,411.0,413.0,10275,10325
83,face6_02,6.54,6.56,happy,414.0,416.0,10350,10400
84,face6_02,6.57,7.08,neutral,417.0,428.0,10425,10700
85,face6_02,7.09,7.11,relax,429.0,431.0,10725,10775
86,face6_02,7.11,7.15,relax,431.0,435.0,10775,10875
87,face6_02,7.16,7.17,neutral,436.0,437.0,10900,10925
88,face6_02,7.18,7.19,relax,438.0,439.0,10950,10975
89,face6_02,7.19,7.21,happy,439.0,441.0,10975,11025
90,face6_02,7.21,7.22,relax,441.0,442.0,11025,11050
91,face6_02,7.22,7.23,relax,442.0,443.0,11050,11075
92,face6_02,7.24,7.26,relax,444.0,446.0,11100,11150
93,face6_02,7.27,7.31,neutral,447.0,451.0,11175,11275
94,face6_02,7.32,7.33,relax,452.0,453.0,11300,11325
95,face6_02,7.34,7.38,relax,454.0,458.0,11350,11450
96,face6_02,7.39,7.42,happy,459.0,462.0,11475,11550
97,face6_02,7.43,7.45,relax,463.0,465.0,11575,11625
98,face6_02,7.46,7.48,neutral,466.0,468.0,11650,11700
99,face6_02,7.49,7.51,relax,469.0,471.0,11725,11775
100,face6_02,7.5,7.51,neutral,425.0,471.0,10625,11775
101,face6_02,7.51,7.52,neutral,471.0,472.0,11775,11800
102,face6_02,7.53,7.54,angry,473.0,474.0,11825,11850
103,face6_02,7.54,7.58,happy,474.0,478.0,11850,11950
104,face6_02,8.03,8.06,relax,483.0,486.0,12075,12150
105,face6_02,8.07,8.21,relax,487.0,501.0,12175,12525
106,face6_02,8.22,8.23,relax,502.0,503.0,12550,12575
107,face6_02,8.23,8.29,neutral,503.0,509.0,12575,12725
108,face6_02,8.03,8.36,neutral,483.0,516.0,12075,12900
109,face6_02,8.37,8.41,relax,517.0,521.0,12925,13025
110,face6_02,8.41,8.43,angry,521.0,523.0,13025,13075
111,face6_02,8.44,8.49,neutral,524.0,529.0,13100,13225
112,face6_02,8.05,8.52,relax,485.0,532.0,12125,13300
113,face6_02,8.53,8.59,neutral,533.0,539.0,13325,13475
114,face6_02,9.0,9.01,neutral,540.0,541.0,13500,13525
115,face6_02,9.01,9.03,neutral,541.0,543.0,13525,13575
116,face6_02,9.04,9.05,angry,544.0,545.0,13600,13625
117,face6_02,9.06,9.08,neutral,546.0,548.0,13650,13700
118,face6_02,9.09,9.19,relax,549.0,559.0,13725,13975
119,face6_02,9.02,9.22,neutral,542.0,562.0,13550,14050
120,face6_02,9.23,9.26,angry,563.0,566.0,14075,14150
121,face6_02,9.27,9.38,neutral,567.0,578.0,14175,14450
122,face6_02,9.39,9.42,angry,579.0,582.0,14475,14550
123,face6_02,9.43,9.45,happy,583.0,585.0,14575,14625
124,face6_02,9.46,9.52,neutral,586.0,592.0,14650,14800
125,face6_02,9.53,9.58,angry,593.0,598.0,14825,14950
126,face6_02,9.59,10.05,neutral,599.0,605.0,14975,15125
127,face6_02,10.06,10.11,angry,606.0,611.0,15150,15275
128,face6_02,10.12,10.17,neutral,612.0,617.0,15300,15425
129,face6_02,10.18,10.27,relax,618.0,627.0,15450,15675
130,face6_02,10.28,10.33,happy,628.0,633.0,15700,15825
131,face6_02,10.34,10.35,relax,634.0,635.0,15850,15875
132,face6_02,10.36,10.41,happy,636.0,641.0,15900,16025
133,face6_02,10.41,10.44,relax,641.0,644.0,16025,16100
134,face6_02,10.45,10.48,happy,645.0,648.0,16125,16200
135,face6_02,10.49,10.51,relax,649.0,651.0,16225,16275
136,face6_02,10.52,11.02,neutral,652.0,662.0,16300,16550
137,face6_02,11.03,11.21,relax,663.0,681.0,16575,17025
138,face6_02,11.22,11.26,happy,682.0,686.0,17050,17150
139,face6_02,11.27,11.31,happy,687.0,691.0,17175,17275
140,face6_02,11.31,11.32,angry,691.0,692.0,17275,17300
141,face6_02,11.33,11.36,angry,693.0,696.0,17325,17400
142,face6_02,11.37,11.39,neutral,697.0,699.0,17425,17475
143,face6_02,11.04,11.53,angry,664.0,713.0,16600,17825
144,face6_02,11.54,11.55,neutral,714.0,715.0,17850,17875
145,face6_02,11.55,12.02,sad,715.0,722.0,17875,18050
146,face6_02,12.03,12.04,relax,723.0,724.0,18075,18100
147,face6_02,12.05,12.06,happy,725.0,726.0,18125,18150
148,face6_02,12.07,12.16,neutral,727.0,736.0,18175,18400
149,face6_02,12.17,12.18,sad,737.0,738.0,18425,18450
150,face6_02,12.19,12.21,neutral,739.0,741.0,18475,18525
151,face6_02,12.21,12.25,neutral,741.0,745.0,18525,18625
152,face6_02,12.26,12.27,sad,746.0,747.0,18650,18675
153,face6_02,12.27,12.29,neutral,747.0,749.0,18675,18725
154,face6_02,12.03,12.31,angry,723.0,751.0,18075,18775
155,face6_02,12.32,12.33,angry,752.0,753.0,18800,18825
156,face6_02,12.34,12.44,neutral,754.0,764.0,18850,19100
157,face6_02,12.45,12.48,neutral,765.0,768.0,19125,19200
158,face6_02,12.49,12.52,neutral,769.0,772.0,19225,19300
159,face6_02,12.53,12.59,happy,773.0,779.0,19325,19475
160,face6_02,13.0,13.01,neutral,780.0,781.0,19500,19525
161,face6_02,13.02,13.11,neutral,782.0,791.0,19550,19775
162,face6_02,13.12,13.16,relax,792.0,796.0,19800,19900
163,face6_02,13.17,13.21,neutral,797.0,801.0,19925,20025
164,face6_02,13.25,13.33,angry,805.0,813.0,20125,20325
165,face6_02,13.34,13.36,angry,814.0,816.0,20350,20400
166,face6_02,13.37,13.39,angry,817.0,819.0,20425,20475
167,face6_02,13.04,13.58,angry,784.0,838.0,19600,20950
168,face6_02,13.59,14.07,happy,839.0,847.0,20975,21175
169,face6_02,14.16,14.17,neutral,856.0,857.0,21400,21425
170,face6_02,14.18,14.41,sad,858.0,881.0,21450,22025
171,face6_02,14.41,14.42,neutral,881.0,882.0,22025,22050
172,face6_02,14.43,14.51,neutral,883.0,891.0,22075,22275
173,face6_02,14.52,14.53,neutral,892.0,893.0,22300,22325
174,face6_02,14.54,15.02,happy,894.0,902.0,22350,22550
175,face6_02,15.03,15.08,sad,903.0,908.0,22575,22700
176,face6_02,15.09,15.17,neutral,909.0,917.0,22725,22925
177,face6_02,15.18,15.21,neutral,918.0,921.0,22950,23025
178,face6_02,15.22,15.23,angry,922.0,923.0,23050,23075
179,face6_02,15.23,15.28,relax,923.0,928.0,23075,23200
180,face6_02,15.29,15.31,neutral,929.0,931.0,23225,23275
181,face6_02,15.31,15.37,sad,931.0,937.0,23275,23425
182,face6_02,15.38,16.07,happy,938.0,967.0,23450,24175
183,face6_02,16.08,16.13,angry,968.0,973.0,24200,24325
184,face6_02,16.14,16.31,happy,974.0,991.0,24350,24775
185,face6_02,16.31,16.32,happy,991.0,992.0,24775,24800
186,face6_02,16.34,16.42,happy,994.0,1002.0,24850,25050
187,face6_02,18.02,18.31,happy,1082.0,1111.0,27050,27775
188,face6_02,18.32,18.51,relax,1112.0,1131.0,27800,28275
189,face6_02,18.52,19.0,angry,1132.0,1140.0,28300,28500
190,face6_02,19.04,19.14,relax,1144.0,1154.0,28600,28850
191,face6_02,19.15,19.21,relax,1155.0,1161.0,28875,29025
192,face6_02,19.22,19.27,neutral,1162.0,1167.0,29050,29175
193,face6_02,19.28,19.31,neutral,1168.0,1171.0,29200,29275
194,face6_02,19.32,19.35,angry,1172.0,1175.0,29300,29375
195,face6_02,19.38,19.43,neutral,1178.0,1183.0,29450,29575
196,face6_02,19.44,19.51,neutral,1184.0,1191.0,29600,29775
197,face6_02,19.51,19.54,relax,1191.0,1194.0,29775,29850
198,face6_02,19.55,19.56,angry,1195.0,1196.0,29875,29900
199,face6_02,19.57,19.58,relax,1197.0,1198.0,29925,29950
200,face6_02,19.58,20.28,neutral,1198.0,1228.0,29950,30700
201,face6_02,20.29,20.31,happy,1229.0,1231.0,30725,30775
202,face6_02,20.31,20.39,relax,1231.0,1239.0,30775,30975
203,face6_02,20.04,20.49,neutral,1204.0,1249.0,30100,31225
204,face6_02,20.05,20.56,neutral,1205.0,1256.0,30125,31400
205,face6_02,20.57,20.58,angry,1257.0,1258.0,31425,31450
206,face6_02,20.59,21.02,relax,1259.0,1262.0,31475,31550
207,face6_02,21.03,21.11,happy,1263.0,1271.0,31575,31775
208,face6_02,21.11,21.13,relax,1271.0,1273.0,31775,31825
209,face6_02,21.14,21.21,happy,1274.0,1281.0,31850,32025
210,face6_02,21.22,21.26,neutral,1282.0,1286.0,32050,32150
211,face6_02,21.27,21.29,neutral,1287.0,1289.0,32175,32225
212,face6_02,21.03,21.31,neutral,1263.0,1291.0,31575,32275
213,face6_02,21.32,21.33,neutral,1292.0,1293.0,32300,32325
214,face6_02,21.34,21.35,neutral,1294.0,1295.0,32350,32375
215,face6_02,21.35,21.37,sad,1295.0,1297.0,32375,32425
216,face6_02,21.38,21.39,happy,1298.0,1299.0,32450,32475
217,face6_02,21.04,21.52,neutral,1264.0,1312.0,31600,32800
218,face6_02,21.53,21.57,relax,1313.0,1317.0,32825,32925
219,face6_02,21.58,21.59,happy,1318.0,1319.0,32950,32975
220,face6_02,22.18,22.22,neutral,1338.0,1342.0,33450,33550
221,face6_02,22.23,22.32,relax,1343.0,1352.0,33575,33800
222,face6_02,22.33,22.48,neutral,1353.0,1368.0,33825,34200
223,face6_02,22.49,22.56,relax,1369.0,1376.0,34225,34400
224,face6_02,22.57,23.04,sad,1377.0,1384.0,34425,34600
225,face6_02,23.05,23.06,relax,1385.0,1386.0,34625,34650
226,face6_02,23.07,23.24,happy,1387.0,1404.0,34675,35100
227,face6_02,23.25,23.32,relax,1405.0,1412.0,35125,35300
