,video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
164,face7_01,14.13,14.17,relax,853.0,857.0,21325,21425
165,face7_01,14.21,14.23,relax,861.0,863.0,21525,21575
166,face7_01,14.26,14.27,angry,866.0,867.0,21650,21675
167,face7_01,14.28,14.37,angry,868.0,877.0,21700,21925
168,face7_01,14.45,14.47,neutral,885.0,887.0,22125,22175
169,face7_01,14.48,14.52,happy,888.0,892.0,22200,22300
170,face7_01,14.53,14.56,happy,893.0,896.0,22325,22400
171,face7_01,14.57,14.58,happy,897.0,898.0,22425,22450
172,face7_01,15.01,15.09,angry,901.0,909.0,22525,22725
173,face7_01,15.01,15.11,neutral,901.0,911.0,22525,22775
174,face7_01,15.14,15.15,neutral,914.0,915.0,22850,22875
175,face7_01,15.16,15.27,angry,916.0,927.0,22900,23175
176,face7_01,15.28,15.29,happy,928.0,929.0,23200,23225
177,face7_01,15.03,15.34,relax,903.0,934.0,22575,23350
178,face7_01,15.35,15.41,neutral,935.0,941.0,23375,23525
179,face7_01,15.41,15.44,relax,941.0,944.0,23525,23600
180,face7_01,15.45,15.46,relax,945.0,946.0,23625,23650
181,face7_01,15.47,15.49,happy,947.0,949.0,23675,23725
182,face7_01,15.53,16.0,angry,953.0,960.0,23825,24000
183,face7_01,16.02,16.03,happy,962.0,963.0,24050,24075
184,face7_01,16.04,16.08,relax,964.0,968.0,24100,24200
185,face7_01,16.16,16.18,neutral,976.0,978.0,24400,24450
186,face7_01,16.23,16.25,relax,983.0,985.0,24575,24625
187,face7_01,16.26,16.29,angry,986.0,989.0,24650,24725
188,face7_01,16.03,16.49,neutral,963.0,1009.0,24075,25225
189,face7_01,16.05,16.51,happy,965.0,1011.0,24125,25275
190,face7_01,16.56,16.57,angry,1016.0,1017.0,25400,25425
191,face7_01,16.58,16.59,neutral,1018.0,1019.0,25450,25475
192,face7_01,17.0,17.03,happy,1020.0,1023.0,25500,25575
193,face7_01,17.04,17.12,relax,1024.0,1032.0,25600,25800
194,face7_01,17.13,17.16,happy,1033.0,1036.0,25825,25900
195,face7_01,17.17,17.18,neutral,1037.0,1038.0,25925,25950
196,face7_01,17.22,17.24,happy,1042.0,1044.0,26050,26100
197,face7_01,17.25,17.29,neutral,1045.0,1049.0,26125,26225
198,face7_01,17.35,17.37,neutral,1055.0,1057.0,26375,26425
199,face7_01,17.38,17.42,relax,1058.0,1062.0,26450,26550
200,face7_01,17.43,17.45,angry,1063.0,1065.0,26575,26625
201,face7_01,17.46,17.49,happy,1066.0,1069.0,26650,26725
202,face7_01,17.05,17.52,neutral,1025.0,1072.0,25625,26800
203,face7_01,17.55,17.58,relax,1075.0,1078.0,26875,26950
204,face7_01,17.59,18.0,happy,1079.0,1080.0,26975,27000
205,face7_01,18.05,18.07,neutral,1085.0,1087.0,27125,27175
206,face7_01,18.08,18.15,happy,1088.0,1095.0,27200,27375
207,face7_01,18.16,18.17,neutral,1096.0,1097.0,27400,27425
208,face7_01,18.18,18.19,neutral,1098.0,1099.0,27450,27475
209,face7_01,18.02,18.21,angry,1082.0,1101.0,27050,27525
210,face7_01,18.22,18.31,happy,1102.0,1111.0,27550,27775
