video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face5_01,9.02,9.09,neutral,542,549,27100,27450
face5_01,9.01,9.16,relax,541,556,27050,27800
face5_01,9.17,9.31,angry,557,571,27850,28550
face5_01,9.32,9.39,neutral,572,579,28600,28950
face5_01,9.42,9.43,angry,582,583,29100,29150
face5_01,9.44,9.48,angry,584,588,29200,29400
face5_01,9.49,9.51,neutral,589,591,29450,29550
face5_01,9.52,9.56,relax,592,596,29600,29800
face5_01,9.57,10.07,angry,597,607,29850,30350
face5_01,10.08,10.11,relax,608,611,30400,30550
face5_01,10.11,10.13,angry,611,613,30550,30650
face5_01,10.14,10.21,angry,614,621,30700,31050
face5_01,10.22,10.23,angry,622,623,31100,31150
face5_01,10.24,10.25,neutral,624,625,31200,31250
face5_01,10.25,10.26,angry,625,626,31250,31300
face5_01,10.27,10.28,angry,627,628,31350,31400
face5_01,10.29,10.43,neutral,629,643,31450,32150
face5_01,10.44,10.45,angry,644,645,32200,32250
face5_01,10.45,10.48,neutral,645,648,32250,32400
face5_01,10.05,10.52,angry,605,652,30250,32600
face5_01,10.53,10.55,neutral,653,655,32650,32750
face5_01,10.56,10.57,angry,656,657,32800,32850
face5_01,10.57,11.01,neutral,657,661,32850,33050
face5_01,11.02,11.13,happy,662,673,33100,33650
face5_01,11.14,11.23,angry,674,683,33700,34150
face5_01,11.24,11.36,happy,684,696,34200,34800
face5_01,11.38,11.39,relax,698,699,34900,34950
face5_01,11.04,11.44,neutral,664,704,33200,35200
face5_01,11.45,11.46,relax,705,706,35250,35300
face5_01,11.47,11.51,angry,707,711,35350,35550
face5_01,11.51,12,neutral,711,720,35550,36000
face5_01,12.01,12.01,happy,721,721,36050,36050
face5_01,12.11,12.13,angry,731,733,36550,36650
face5_01,12.14,12.34,neutral,734,754,36700,37700
face5_01,12.35,12.36,neutral,755,756,37750,37800
face5_01,12.36,12.51,angry,756,771,37800,38550
face5_01,12.51,12.53,angry,771,773,38550,38650
face5_01,12.54,13,angry,774,780,38700,39000
face5_01,13.01,13.07,angry,781,787,39050,39350
face5_01,13.01,13.14,angry,781,794,39050,39700
face5_01,13.18,13.19,angry,798,799,39900,39950
face5_01,13.19,13.31,neutral,799,811,39950,40550
face5_01,13.32,13.35,angry,812,815,40600,40750
face5_01,13.36,13.38,happy,816,818,40800,40900
face5_01,13.39,13.47,angry,819,827,40950,41350
face5_01,13.05,14,sad,785,840,39250,42000
face5_01,14.11,14.15,sad,851,855,42550,42750
face5_01,14.16,14.19,sad,856,859,42800,42950
face5_01,14.02,14.25,angry,842,865,42100,43250
face5_01,14.26,14.37,neutral,866,877,43300,43850
face5_01,14.38,14.39,angry,878,879,43900,43950
face5_01,14.04,14.41,neutral,844,881,42200,44050
face5_01,14.42,14.46,angry,882,886,44100,44300
face5_01,14.47,14.48,relax,887,888,44350,44400
face5_01,14.49,14.53,happy,889,893,44450,44650
face5_01,14.54,14.56,angry,894,896,44700,44800
face5_01,14.57,14.58,happy,897,898,44850,44900
face5_01,14.59,15.03,neutral,899,903,44950,45150
face5_01,15.04,15.09,angry,904,909,45200,45450
face5_01,15.01,15.24,relax,901,924,45050,46200
face5_01,15.25,15.34,neutral,925,934,46250,46700
face5_01,15.35,15.39,angry,935,939,46750,46950
face5_01,15.04,15.41,relax,904,941,45200,47050
face5_01,15.42,15.46,happy,942,946,47100,47300
